areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,England,E92000001,2022-09-09,30,175987
nation,England,E92000001,2022-09-08,38,175957
nation,England,E92000001,2022-09-07,48,175919
nation,England,E92000001,2022-09-06,27,175871
nation,England,E92000001,2022-09-05,31,175844
nation,England,E92000001,2022-09-04,36,175813
nation,England,E92000001,2022-09-03,40,175777
nation,England,E92000001,2022-09-02,42,175737
nation,England,E92000001,2022-09-01,35,175695
nation,England,E92000001,2022-08-31,57,175660
nation,England,E92000001,2022-08-30,35,175603
nation,England,E92000001,2022-08-29,44,175568
nation,England,E92000001,2022-08-28,54,175524
nation,England,E92000001,2022-08-27,52,175470
nation,England,E92000001,2022-08-26,33,175418
nation,England,E92000001,2022-08-25,41,175385
nation,England,E92000001,2022-08-24,41,175344
nation,England,E92000001,2022-08-23,64,175303
nation,England,E92000001,2022-08-22,56,175239
nation,England,E92000001,2022-08-21,50,175183
nation,England,E92000001,2022-08-20,66,175133
nation,England,E92000001,2022-08-19,53,175067
nation,England,E92000001,2022-08-18,52,175014
nation,England,E92000001,2022-08-17,50,174962
nation,England,E92000001,2022-08-16,61,174912
nation,England,E92000001,2022-08-15,69,174851
nation,England,E92000001,2022-08-14,68,174782
nation,England,E92000001,2022-08-13,77,174714
nation,England,E92000001,2022-08-12,95,174637
nation,England,E92000001,2022-08-11,86,174542
nation,England,E92000001,2022-08-10,63,174456
nation,England,E92000001,2022-08-09,75,174393
nation,England,E92000001,2022-08-08,79,174318
nation,England,E92000001,2022-08-07,87,174239
nation,England,E92000001,2022-08-06,56,174152
nation,England,E92000001,2022-08-05,69,174096
nation,England,E92000001,2022-08-04,70,174027
nation,England,E92000001,2022-08-03,98,173957
nation,England,E92000001,2022-08-02,86,173859
nation,England,E92000001,2022-08-01,75,173773
nation,England,E92000001,2022-07-31,80,173698
nation,England,E92000001,2022-07-30,65,173618
nation,England,E92000001,2022-07-29,100,173553
nation,England,E92000001,2022-07-28,104,173453
nation,England,E92000001,2022-07-27,99,173349
nation,England,E92000001,2022-07-26,95,173250
nation,England,E92000001,2022-07-25,92,173155
nation,England,E92000001,2022-07-24,106,173063
nation,England,E92000001,2022-07-23,101,172957
nation,England,E92000001,2022-07-22,88,172856
nation,England,E92000001,2022-07-21,103,172768
nation,England,E92000001,2022-07-20,172,172665
nation,England,E92000001,2022-07-19,192,172493
nation,England,E92000001,2022-07-18,99,172301
nation,England,E92000001,2022-07-17,133,172202
nation,England,E92000001,2022-07-16,99,172069
nation,England,E92000001,2022-07-15,91,171970
nation,England,E92000001,2022-07-14,100,171879
nation,England,E92000001,2022-07-13,110,171779
nation,England,E92000001,2022-07-12,120,171669
nation,England,E92000001,2022-07-11,100,171549
nation,England,E92000001,2022-07-10,87,171449
nation,England,E92000001,2022-07-09,90,171362
nation,England,E92000001,2022-07-08,84,171272
nation,England,E92000001,2022-07-07,84,171188
nation,England,E92000001,2022-07-06,89,171104
nation,England,E92000001,2022-07-05,83,171015
nation,England,E92000001,2022-07-04,72,170932
nation,England,E92000001,2022-07-03,53,170860
nation,England,E92000001,2022-07-02,67,170807
nation,England,E92000001,2022-07-01,62,170740
nation,England,E92000001,2022-06-30,53,170678
nation,England,E92000001,2022-06-29,66,170625
nation,England,E92000001,2022-06-28,49,170559
nation,England,E92000001,2022-06-27,45,170510
nation,England,E92000001,2022-06-26,57,170465
nation,England,E92000001,2022-06-25,56,170408
nation,England,E92000001,2022-06-24,36,170352
nation,England,E92000001,2022-06-23,44,170316
nation,England,E92000001,2022-06-22,57,170272
nation,England,E92000001,2022-06-21,39,170215
nation,England,E92000001,2022-06-20,41,170176
nation,England,E92000001,2022-06-19,36,170135
nation,England,E92000001,2022-06-18,35,170099
nation,England,E92000001,2022-06-17,35,170064
nation,England,E92000001,2022-06-16,41,170029
nation,England,E92000001,2022-06-15,39,169988
nation,England,E92000001,2022-06-14,27,169949
nation,England,E92000001,2022-06-13,28,169922
nation,England,E92000001,2022-06-12,34,169894
nation,England,E92000001,2022-06-11,27,169860
nation,England,E92000001,2022-06-10,31,169833
nation,England,E92000001,2022-06-09,18,169802
nation,England,E92000001,2022-06-08,31,169784
nation,England,E92000001,2022-06-07,27,169753
nation,England,E92000001,2022-06-06,38,169726
nation,England,E92000001,2022-06-05,23,169688
nation,England,E92000001,2022-06-04,33,169665
nation,England,E92000001,2022-06-03,22,169632
nation,England,E92000001,2022-06-02,37,169610
nation,England,E92000001,2022-06-01,23,169573
nation,England,E92000001,2022-05-31,42,169550
nation,England,E92000001,2022-05-30,42,169508
nation,England,E92000001,2022-05-29,24,169466
nation,England,E92000001,2022-05-28,30,169442
nation,England,E92000001,2022-05-27,39,169412
nation,England,E92000001,2022-05-26,40,169373
nation,England,E92000001,2022-05-25,26,169333
nation,England,E92000001,2022-05-24,39,169307
nation,England,E92000001,2022-05-23,52,169268
nation,England,E92000001,2022-05-22,44,169216
nation,England,E92000001,2022-05-21,36,169172
nation,England,E92000001,2022-05-20,55,169136
nation,England,E92000001,2022-05-19,27,169081
nation,England,E92000001,2022-05-18,38,169054
nation,England,E92000001,2022-05-17,55,169016
nation,England,E92000001,2022-05-16,52,168961
nation,England,E92000001,2022-05-15,61,168909
nation,England,E92000001,2022-05-14,54,168848
nation,England,E92000001,2022-05-13,66,168794
nation,England,E92000001,2022-05-12,55,168728
nation,England,E92000001,2022-05-11,57,168673
nation,England,E92000001,2022-05-10,87,168616
nation,England,E92000001,2022-05-09,73,168529
nation,England,E92000001,2022-05-08,74,168456
nation,England,E92000001,2022-05-07,83,168382
nation,England,E92000001,2022-05-06,90,168299
nation,England,E92000001,2022-05-05,72,168209
nation,England,E92000001,2022-05-04,79,168137
nation,England,E92000001,2022-05-03,84,168058
nation,England,E92000001,2022-05-02,91,167974
nation,England,E92000001,2022-05-01,101,167883
nation,England,E92000001,2022-04-30,91,167782
nation,England,E92000001,2022-04-29,81,167691
nation,England,E92000001,2022-04-28,110,167610
nation,England,E92000001,2022-04-27,117,167500
nation,England,E92000001,2022-04-26,95,167383
nation,England,E92000001,2022-04-25,106,167288
nation,England,E92000001,2022-04-24,105,167182
nation,England,E92000001,2022-04-23,124,167077
nation,England,E92000001,2022-04-22,127,166953
nation,England,E92000001,2022-04-21,133,166826
nation,England,E92000001,2022-04-20,137,166693
nation,England,E92000001,2022-04-19,128,166556
nation,England,E92000001,2022-04-18,146,166428
nation,England,E92000001,2022-04-17,135,166282
nation,England,E92000001,2022-04-16,140,166147
nation,England,E92000001,2022-04-15,145,166007
nation,England,E92000001,2022-04-14,161,165862
nation,England,E92000001,2022-04-13,184,165701
nation,England,E92000001,2022-04-12,161,165517
nation,England,E92000001,2022-04-11,159,165356
nation,England,E92000001,2022-04-10,160,165197
nation,England,E92000001,2022-04-09,148,165037
nation,England,E92000001,2022-04-08,196,164889
nation,England,E92000001,2022-04-07,188,164693
nation,England,E92000001,2022-04-06,163,164505
nation,England,E92000001,2022-04-05,160,164342
nation,England,E92000001,2022-04-04,143,164182
nation,England,E92000001,2022-04-03,154,164039
nation,England,E92000001,2022-04-02,169,163885
nation,England,E92000001,2022-04-01,162,163716
nation,England,E92000001,2022-03-31,153,163554
nation,England,E92000001,2022-03-30,149,163401
nation,England,E92000001,2022-03-29,155,163252
nation,England,E92000001,2022-03-28,136,163097
nation,England,E92000001,2022-03-27,126,162961
nation,England,E92000001,2022-03-26,129,162835
nation,England,E92000001,2022-03-25,137,162706
nation,England,E92000001,2022-03-24,118,162569
nation,England,E92000001,2022-03-23,122,162451
nation,England,E92000001,2022-03-22,123,162329
nation,England,E92000001,2022-03-21,122,162206
nation,England,E92000001,2022-03-20,128,162084
nation,England,E92000001,2022-03-19,121,161956
nation,England,E92000001,2022-03-18,121,161835
nation,England,E92000001,2022-03-17,105,161714
nation,England,E92000001,2022-03-16,107,161609
nation,England,E92000001,2022-03-15,100,161502
nation,England,E92000001,2022-03-14,115,161402
nation,England,E92000001,2022-03-13,81,161287
nation,England,E92000001,2022-03-12,101,161206
nation,England,E92000001,2022-03-11,97,161105
nation,England,E92000001,2022-03-10,91,161008
nation,England,E92000001,2022-03-09,88,160917
nation,England,E92000001,2022-03-08,100,160829
nation,England,E92000001,2022-03-07,91,160729
nation,England,E92000001,2022-03-06,64,160638
nation,England,E92000001,2022-03-05,81,160574
nation,England,E92000001,2022-03-04,85,160493
nation,England,E92000001,2022-03-03,83,160408
nation,England,E92000001,2022-03-02,108,160325
nation,England,E92000001,2022-03-01,82,160217
nation,England,E92000001,2022-02-28,82,160135
nation,England,E92000001,2022-02-27,92,160053
nation,England,E92000001,2022-02-26,81,159961
nation,England,E92000001,2022-02-25,90,159880
nation,England,E92000001,2022-02-24,95,159790
nation,England,E92000001,2022-02-23,91,159695
nation,England,E92000001,2022-02-22,92,159604
nation,England,E92000001,2022-02-21,94,159512
nation,England,E92000001,2022-02-20,105,159418
nation,England,E92000001,2022-02-19,97,159313
nation,England,E92000001,2022-02-18,101,159216
nation,England,E92000001,2022-02-17,104,159115
nation,England,E92000001,2022-02-16,110,159011
nation,England,E92000001,2022-02-15,103,158901
nation,England,E92000001,2022-02-14,131,158798
nation,England,E92000001,2022-02-13,110,158667
nation,England,E92000001,2022-02-12,127,158557
nation,England,E92000001,2022-02-11,121,158430
nation,England,E92000001,2022-02-10,106,158309
nation,England,E92000001,2022-02-09,118,158203
nation,England,E92000001,2022-02-08,135,158085
nation,England,E92000001,2022-02-07,124,157950
nation,England,E92000001,2022-02-06,132,157826
nation,England,E92000001,2022-02-05,152,157694
nation,England,E92000001,2022-02-04,144,157542
nation,England,E92000001,2022-02-03,163,157398
nation,England,E92000001,2022-02-02,164,157235
nation,England,E92000001,2022-02-01,170,157071
nation,England,E92000001,2022-01-31,178,156901
nation,England,E92000001,2022-01-30,169,156723
nation,England,E92000001,2022-01-29,160,156554
nation,England,E92000001,2022-01-28,163,156394
nation,England,E92000001,2022-01-27,179,156231
nation,England,E92000001,2022-01-26,175,156052
nation,England,E92000001,2022-01-25,156,155877
nation,England,E92000001,2022-01-24,204,155721
nation,England,E92000001,2022-01-23,181,155517
nation,England,E92000001,2022-01-22,195,155336
nation,England,E92000001,2022-01-21,213,155141
nation,England,E92000001,2022-01-20,166,154928
nation,England,E92000001,2022-01-19,180,154762
nation,England,E92000001,2022-01-18,202,154582
nation,England,E92000001,2022-01-17,197,154380
nation,England,E92000001,2022-01-16,211,154183
nation,England,E92000001,2022-01-15,211,153972
nation,England,E92000001,2022-01-14,203,153761
nation,England,E92000001,2022-01-13,191,153558
nation,England,E92000001,2022-01-12,199,153367
nation,England,E92000001,2022-01-11,202,153168
nation,England,E92000001,2022-01-10,201,152966
nation,England,E92000001,2022-01-09,200,152765
nation,England,E92000001,2022-01-08,188,152565
nation,England,E92000001,2022-01-07,206,152377
nation,England,E92000001,2022-01-06,184,152171
nation,England,E92000001,2022-01-05,160,151987
nation,England,E92000001,2022-01-04,158,151827
nation,England,E92000001,2022-01-03,153,151669
nation,England,E92000001,2022-01-02,143,151516
nation,England,E92000001,2022-01-01,152,151373
nation,England,E92000001,2021-12-31,133,151221
nation,England,E92000001,2021-12-30,156,151088
nation,England,E92000001,2021-12-29,107,150932
nation,England,E92000001,2021-12-28,136,150825
nation,England,E92000001,2021-12-27,115,150689
nation,England,E92000001,2021-12-26,101,150574
nation,England,E92000001,2021-12-25,97,150473
nation,England,E92000001,2021-12-24,104,150376
nation,England,E92000001,2021-12-23,124,150272
nation,England,E92000001,2021-12-22,123,150148
nation,England,E92000001,2021-12-21,92,150025
nation,England,E92000001,2021-12-20,111,149933
nation,England,E92000001,2021-12-19,102,149822
nation,England,E92000001,2021-12-18,92,149720
nation,England,E92000001,2021-12-17,114,149628
nation,England,E92000001,2021-12-16,98,149514
nation,England,E92000001,2021-12-15,99,149416
nation,England,E92000001,2021-12-14,124,149317
nation,England,E92000001,2021-12-13,95,149193
nation,England,E92000001,2021-12-12,121,149098
nation,England,E92000001,2021-12-11,86,148977
nation,England,E92000001,2021-12-10,98,148891
nation,England,E92000001,2021-12-09,107,148793
nation,England,E92000001,2021-12-08,111,148686
nation,England,E92000001,2021-12-07,99,148575
nation,England,E92000001,2021-12-06,111,148476
