areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,England,E92000001,2023-02-24,71,187410
nation,England,E92000001,2023-02-23,67,187339
nation,England,E92000001,2023-02-22,78,187272
nation,England,E92000001,2023-02-21,54,187194
nation,England,E92000001,2023-02-20,65,187140
nation,England,E92000001,2023-02-19,52,187075
nation,England,E92000001,2023-02-18,64,187023
nation,England,E92000001,2023-02-17,70,186959
nation,England,E92000001,2023-02-16,67,186889
nation,England,E92000001,2023-02-15,53,186822
nation,England,E92000001,2023-02-14,68,186769
nation,England,E92000001,2023-02-13,46,186701
nation,England,E92000001,2023-02-12,55,186655
nation,England,E92000001,2023-02-11,55,186600
nation,England,E92000001,2023-02-10,66,186545
nation,England,E92000001,2023-02-09,49,186479
nation,England,E92000001,2023-02-08,62,186430
nation,England,E92000001,2023-02-07,59,186368
nation,England,E92000001,2023-02-06,48,186309
nation,England,E92000001,2023-02-05,65,186261
nation,England,E92000001,2023-02-04,51,186196
nation,England,E92000001,2023-02-03,57,186145
nation,England,E92000001,2023-02-02,68,186088
nation,England,E92000001,2023-02-01,59,186020
nation,England,E92000001,2023-01-31,55,185961
nation,England,E92000001,2023-01-30,55,185906
nation,England,E92000001,2023-01-29,64,185851
nation,England,E92000001,2023-01-28,62,185787
nation,England,E92000001,2023-01-27,67,185725
nation,England,E92000001,2023-01-26,61,185658
nation,England,E92000001,2023-01-25,54,185597
nation,England,E92000001,2023-01-24,71,185543
nation,England,E92000001,2023-01-23,59,185472
nation,England,E92000001,2023-01-22,69,185413
nation,England,E92000001,2023-01-21,64,185344
nation,England,E92000001,2023-01-20,65,185280
nation,England,E92000001,2023-01-19,71,185215
nation,England,E92000001,2023-01-18,74,185144
nation,England,E92000001,2023-01-17,73,185070
nation,England,E92000001,2023-01-16,92,184997
nation,England,E92000001,2023-01-15,86,184905
nation,England,E92000001,2023-01-14,84,184819
nation,England,E92000001,2023-01-13,83,184735
nation,England,E92000001,2023-01-12,103,184652
nation,England,E92000001,2023-01-11,77,184549
nation,England,E92000001,2023-01-10,83,184472
nation,England,E92000001,2023-01-09,108,184389
nation,England,E92000001,2023-01-08,100,184281
nation,England,E92000001,2023-01-07,98,184181
nation,England,E92000001,2023-01-06,88,184083
nation,England,E92000001,2023-01-05,115,183995
nation,England,E92000001,2023-01-04,116,183880
nation,England,E92000001,2023-01-03,113,183764
nation,England,E92000001,2023-01-02,106,183651
nation,England,E92000001,2023-01-01,106,183545
nation,England,E92000001,2022-12-31,128,183439
nation,England,E92000001,2022-12-30,129,183311
nation,England,E92000001,2022-12-29,99,183182
nation,England,E92000001,2022-12-28,110,183083
nation,England,E92000001,2022-12-27,114,182973
nation,England,E92000001,2022-12-26,103,182859
nation,England,E92000001,2022-12-25,105,182756
nation,England,E92000001,2022-12-24,115,182651
nation,England,E92000001,2022-12-23,102,182536
nation,England,E92000001,2022-12-22,83,182434
nation,England,E92000001,2022-12-21,85,182351
nation,England,E92000001,2022-12-20,95,182266
nation,England,E92000001,2022-12-19,95,182171
nation,England,E92000001,2022-12-18,86,182076
nation,England,E92000001,2022-12-17,74,181990
nation,England,E92000001,2022-12-16,72,181916
nation,England,E92000001,2022-12-15,43,181844
nation,England,E92000001,2022-12-14,81,181801
nation,England,E92000001,2022-12-13,61,181720
nation,England,E92000001,2022-12-12,56,181659
nation,England,E92000001,2022-12-11,58,181603
nation,England,E92000001,2022-12-10,59,181545
nation,England,E92000001,2022-12-09,52,181486
nation,England,E92000001,2022-12-08,56,181434
nation,England,E92000001,2022-12-07,52,181378
nation,England,E92000001,2022-12-06,59,181326
nation,England,E92000001,2022-12-05,54,181267
nation,England,E92000001,2022-12-04,30,181213
nation,England,E92000001,2022-12-03,47,181183
nation,England,E92000001,2022-12-02,41,181136
nation,England,E92000001,2022-12-01,48,181095
nation,England,E92000001,2022-11-30,35,181047
nation,England,E92000001,2022-11-29,40,181012
nation,England,E92000001,2022-11-28,49,180972
nation,England,E92000001,2022-11-27,45,180923
nation,England,E92000001,2022-11-26,34,180878
nation,England,E92000001,2022-11-25,39,180844
nation,England,E92000001,2022-11-24,41,180805
nation,England,E92000001,2022-11-23,48,180764
nation,England,E92000001,2022-11-22,43,180716
nation,England,E92000001,2022-11-21,44,180673
nation,England,E92000001,2022-11-20,53,180629
nation,England,E92000001,2022-11-19,44,180576
nation,England,E92000001,2022-11-18,52,180532
nation,England,E92000001,2022-11-17,46,180480
nation,England,E92000001,2022-11-16,43,180434
nation,England,E92000001,2022-11-15,57,180391
nation,England,E92000001,2022-11-14,56,180334
nation,England,E92000001,2022-11-13,49,180278
nation,England,E92000001,2022-11-12,37,180229
nation,England,E92000001,2022-11-11,56,180192
nation,England,E92000001,2022-11-10,45,180136
nation,England,E92000001,2022-11-09,52,180091
nation,England,E92000001,2022-11-08,57,180039
nation,England,E92000001,2022-11-07,63,179982
nation,England,E92000001,2022-11-06,48,179919
nation,England,E92000001,2022-11-05,63,179871
nation,England,E92000001,2022-11-04,78,179808
nation,England,E92000001,2022-11-03,70,179730
nation,England,E92000001,2022-11-02,65,179660
nation,England,E92000001,2022-11-01,68,179595
nation,England,E92000001,2022-10-31,64,179527
nation,England,E92000001,2022-10-30,88,179463
nation,England,E92000001,2022-10-29,80,179375
nation,England,E92000001,2022-10-28,75,179295
nation,England,E92000001,2022-10-27,96,179220
nation,England,E92000001,2022-10-26,82,179124
nation,England,E92000001,2022-10-25,93,179042
nation,England,E92000001,2022-10-24,94,178949
nation,England,E92000001,2022-10-23,85,178855
nation,England,E92000001,2022-10-22,99,178770
nation,England,E92000001,2022-10-21,93,178671
nation,England,E92000001,2022-10-20,108,178578
nation,England,E92000001,2022-10-19,87,178470
nation,England,E92000001,2022-10-18,90,178383
nation,England,E92000001,2022-10-17,103,178293
nation,England,E92000001,2022-10-16,98,178190
nation,England,E92000001,2022-10-15,92,178092
nation,England,E92000001,2022-10-14,104,178000
nation,England,E92000001,2022-10-13,101,177896
nation,England,E92000001,2022-10-12,113,177795
nation,England,E92000001,2022-10-11,101,177682
nation,England,E92000001,2022-10-10,80,177581
nation,England,E92000001,2022-10-09,84,177501
nation,England,E92000001,2022-10-08,81,177417
nation,England,E92000001,2022-10-07,86,177336
nation,England,E92000001,2022-10-06,81,177250
nation,England,E92000001,2022-10-05,85,177169
nation,England,E92000001,2022-10-04,78,177084
nation,England,E92000001,2022-10-03,69,177006
nation,England,E92000001,2022-10-02,54,176937
nation,England,E92000001,2022-10-01,61,176883
nation,England,E92000001,2022-09-30,46,176822
nation,England,E92000001,2022-09-29,53,176776
nation,England,E92000001,2022-09-28,55,176723
nation,England,E92000001,2022-09-27,57,176668
nation,England,E92000001,2022-09-26,49,176611
nation,England,E92000001,2022-09-25,32,176562
nation,England,E92000001,2022-09-24,39,176530
nation,England,E92000001,2022-09-23,43,176491
nation,England,E92000001,2022-09-22,45,176448
nation,England,E92000001,2022-09-21,30,176403
nation,England,E92000001,2022-09-20,44,176373
nation,England,E92000001,2022-09-19,41,176329
nation,England,E92000001,2022-09-18,30,176288
nation,England,E92000001,2022-09-17,31,176258
nation,England,E92000001,2022-09-16,29,176227
nation,England,E92000001,2022-09-15,40,176198
nation,England,E92000001,2022-09-14,38,176158
nation,England,E92000001,2022-09-13,47,176120
nation,England,E92000001,2022-09-12,33,176073
nation,England,E92000001,2022-09-11,18,176040
nation,England,E92000001,2022-09-10,35,176022
