,date,totalAdmissions,totalBeds,newHospAdmission,mecVent,dailyCases,cumulativeCases,Vax_index,totalAdmissions_ewma_3,totalAdmissions_ewma_7,totalAdmissions_ewma_14,totalBeds_ewma_3,totalBeds_ewma_7,totalBeds_ewma_14,newHospAdmission_ewma_3,newHospAdmission_ewma_7,newHospAdmission_ewma_14,dailyCases_ewma_3,dailyCases_ewma_7,dailyCases_ewma_14,cumulativeCases_ewma_3,cumulativeCases_ewma_7,cumulativeCases_ewma_14
156,2021-01-04,3587,26626,3484,2310,70920,2533577,0.32999999999999996,3379.0748604377136,3092.848808531901,2751.5899896189635,25293.370563784836,23627.67365664708,21613.17196131858,3275.0109119052563,2990.6070871107127,2655.3819296723013,60239.796916163636,53707.0216421139,47172.90622219926,2473337.2030838365,2372455.935073658,2226953.1099525215
157,2021-01-05,3697,26467,3582,2378,59600,2593177,0.32999999999999996,3538.0374302188566,3243.886606398926,2877.644657688875,25880.185281892416,24337.50524248531,22260.349033240866,3428.505455952628,3138.455315333035,2778.9310057347216,59919.89845808182,55180.266231585425,48829.85205949051,2533257.1015419182,2427636.2013052437,2275782.9619662534
158,2021-01-06,3967,27727,3842,2550,52752,2645929,0.32999999999999996,3752.5187151094283,3424.6649547991947,3022.8920366827724,26803.592640946208,25184.878931863983,22989.2358289045,3635.252727976314,3314.3414864997762,2920.6735383220457,56335.94922904091,54573.19967368907,49352.805118293814,2589593.050770959,2482209.4009789326,2325135.767043903
159,2021-01-07,3849,28246,3715,2654,48132,2694061,0.32999999999999996,3800.7593575547144,3530.748716099396,3133.0397651376097,27524.796320473106,25950.15919889799,23690.1377184637,3675.126363988157,3414.5061148748323,3026.5837332244973,52233.974614520455,52962.89975526681,49190.03110250278,2641827.0253854794,2535172.300734199,2374325.7981103165
160,2021-01-08,3549,29346,3420,2814,43494,2737555,0.32999999999999996,3674.879678777357,3535.3115370745472,3188.5011297914007,28435.398160236553,26799.119399173494,24444.252689409615,3547.5631819940786,3415.8795861561243,3079.039235466407,47863.98730726023,50595.67481645011,48430.560288760804,2689691.0126927397,2585767.975550649,2422756.358367053
161,2021-01-09,3718,29462,3596,2860,36419,2773974,0.32999999999999996,3696.4398393886786,3580.9836528059104,3259.100979158585,28948.699080118276,27464.83954938012,25113.285664212213,3571.7815909970395,3460.9096896170936,3147.9673374101135,42141.49365363011,47051.50611233758,46829.01891678908,2731832.50634637,2632819.481662987,2469585.377255451
162,2021-01-10,3571,30758,3464,2963,33749,2807723,0.32999999999999996,3633.7199196943393,3578.487739604433,3300.6875152738553,29853.34954005914,28288.12966203509,25865.91424237303,3517.8907954985198,3461.6822672128205,3190.1050257585543,37945.246826815055,43725.87958425318,45085.016394421276,2769777.753173185,2676545.36124724,2514670.3936247323
163,2021-01-11,3894,32070,3742,3055,53519,2861242,0.32999999999999996,3763.8599598471696,3657.365804703325,3379.7958465757556,30961.674770029567,29233.59724652632,26693.125676776424,3629.94539774926,3531.7617004096155,3263.6910223288073,45732.12341340753,46174.15968818989,46209.547541904,2815509.8765865928,2722719.5209354297,2560879.941144402
164,2021-01-12,4134,32202,3970,3175,45968,2907210,0.32999999999999996,3948.929979923585,3776.524353527494,3480.3564003712527,31581.837385014784,29975.69793489474,27427.642253247126,3799.9726988746297,3641.3212753072116,3357.8655526902085,45850.06170670377,46122.619766142416,46177.341202981675,2861359.9382932964,2768842.140701572,2607057.282327719
165,2021-01-13,3840,32689,3704,3307,42303,2949513,0.32999999999999996,3894.4649899617925,3792.3932651456207,3528.3088803240657,32135.418692507392,30654.023451171055,28129.156619514688,3751.986349437315,3656.990956480409,3404.0168123337403,44076.530853351884,45167.71482460681,45660.76237589253,2905436.4691466484,2814009.8555261786,2652718.044686226
166,2021-01-14,3678,32925,3513,3351,39658,2989171,0.32999999999999996,3786.2324949808963,3763.7949488592158,3548.2676962816913,32530.209346253694,31221.76758837829,28768.602403606135,3632.4931747186574,3620.9932173603065,3418.5479040231826,41867.26542667594,43790.28611845511,44860.3940590734,2947303.734573324,2857800.141644634,2697578.438729938
167,2021-01-15,3295,33362,3125,3464,37879,3027050,0.32999999999999996,3540.616247490448,3646.596211644412,3514.4986701095754,32946.10467312684,31756.825691283717,29381.055416480845,3378.7465873593287,3496.99491302023,3379.40818348534,39873.13271333797,42312.46458884133,43929.54151782988,2987176.867286662,2900112.6062334753,2741507.980234205
168,2021-01-16,3569,32923,3406,3525,28413,3055463,0.32999999999999996,3554.8081237452243,3627.197158733309,3521.765514095194,32934.55233656342,32048.36926846279,29853.31469429823,3392.373293679664,3474.2461847651725,3382.953759020739,34143.066356668984,38837.598441630995,41860.66931538759,3021319.933643331,2938950.2046751063,2783368.6495376253
169,2021-01-17,3424,33352,3289,3533,26976,3082439,0.32999999999999996,3489.404061872612,3576.397869049982,3508.73011221548,33143.27616828171,32374.276951347092,30319.806068404498,3340.686646839832,3427.9346385738795,3370.4265911509665,30559.533178334492,35872.19883122325,39876.046739948564,3051879.4668216654,2974822.4035063297,2823244.6962670274
170,2021-01-18,3711,34336,3561,3570,41935,3124374,0.32999999999999996,3600.202030936306,3610.048401787487,3535.6994305873855,33739.63808414085,32864.707713510325,30855.29859262986,3450.843323419916,3461.2009789304097,3395.8363789981036,36247.266589167244,37387.89912341744,40150.57384129523,3088126.7334108325,3012210.302629747,2863395.270099038
171,2021-01-19,3768,34015,3569,3603,37055,3161429,0.32999999999999996,3684.101015468153,3649.5363013406154,3566.672839843034,33877.31904207043,33152.280785132745,31276.59211362116,3509.9216617099582,3488.1507341978077,3418.9248617988283,36651.13329458362,37304.67434256308,39737.83066244743,3124777.8667054162,3049514.97697231,2903133.1007533115
172,2021-01-20,3679,33886,3483,3603,32679,3194108,0.32999999999999996,3681.5505077340767,3656.9022260054617,3581.649794530895,33881.65952103521,33335.71058884956,31624.5131651445,3496.460830854979,3486.863050648356,3427.468213559136,34665.06664729181,36148.255756922306,38796.6532407711,3159442.933352708,3085663.2327292324,2941929.753986891
173,2021-01-21,3237,33235,3050,3607,29633,3223741,0.32999999999999996,3459.2752538670384,3551.9266695040965,3535.696488592737,33558.329760517605,33310.53294163717,31839.244743128533,3273.23041542749,3377.647287986267,3377.1391184171453,32149.033323645905,34519.44181769173,37574.832808649524,3191591.966676354,3120182.674546924,2979504.586789216
174,2021-01-22,3016,33412,2802,3727,27741,3251482,0.32999999999999996,3237.637626933519,3417.9450021280727,3466.4036234461164,33485.1648802588,33335.89970622787,32048.945444047517,3037.615207713745,3233.7354659897005,3300.4539026271723,29945.016661822952,32824.8313632688,36263.65510081213,3221536.983338177,3153007.505910193,3015768.24188447
175,2021-01-23,2780,32614,2578,3731,20425,3271907,0.32999999999999996,3008.81881346676,3258.4587515960548,3374.883140318912,33049.5824401294,33155.4247796709,32124.286051508716,2807.8076038568724,3069.8015994922753,3204.1267156091053,25185.008330911478,29724.8735224516,34151.83442067949,3246721.9916690886,3182732.379432645,3049920.0763002676
176,2021-01-24,2824,32907,2644,3736,15883,3287790,0.32999999999999996,2916.40940673338,3149.8440636970413,3301.432054942323,32978.2912200647,33093.31858475318,32228.647911308595,2725.903801928436,2963.3511996192065,3129.443153527145,20534.00416545574,26264.4051418387,31715.989831231214,3267255.9958345443,3208996.784574484,3081636.066127216
177,2021-01-25,2648,32938,2492,3694,27972,3315762,0.32999999999999996,2782.20470336669,3024.3830477727806,3214.3077809492584,32958.14561003235,33054.48893856488,32323.228189801604,2608.951900964218,2845.513399714405,3044.4507330561228,24253.00208272787,26691.303856379025,31216.79118706273,3291508.997917272,3235688.0884308633,3112852.857310524
178,2021-01-26,2799,32337,2611,3634,25210,3340972,0.32999999999999996,2790.6023516833448,2968.0372858295855,3158.9334101556083,32647.572805016174,32875.11670392365,32325.0644311614,2609.975950482109,2786.8850497858034,2986.657301981539,24731.501041363936,26320.97789228427,30415.885695448353,3316240.498958636,3262009.0663231476,3143268.743002683
179,2021-01-27,2742,30846,2534,3602,23899,3364871,0.32999999999999996,2766.3011758416724,2911.5279643721888,3103.3422888011655,31746.786402508085,32367.83752794274,32127.855840338598,2571.9879752410543,2723.6637873393524,2926.3029950502746,24315.25052068197,25715.483419213204,29546.96760271625,3340555.749479318,3287724.549742361,3172815.7106025172
180,2021-01-28,2719,30333,2546,3585,22523,3387394,0.32999999999999996,2742.650587920836,2863.3959732791413,3052.0966502940546,31039.893201254043,31859.128145957053,31888.541728292104,2558.993987620527,2679.2478405045144,2875.595929043285,23419.125260340985,24917.362564409905,28610.43858901547,3363974.874739659,3312641.912306771,3201426.14918901
181,2021-01-29,2379,29359,2159,3506,20363,3407757,0.32999999999999996,2560.825293960418,2742.2969799593557,2962.350430254409,30199.446600627023,31234.09610946779,31551.26949785151,2358.9969938102636,2549.1858803783857,2780.0498051703803,21891.06263017049,23778.771923307428,27510.780110474698,3385865.9373698295,3336420.6842300785,3228936.929297276
182,2021-01-30,2193,28571,2021,3486,15524,3423281,0.32999999999999996,2376.912646980209,2604.9727349695168,2859.7703728867195,29385.22330031351,30568.322082100844,31153.900231469626,2189.998496905132,2417.139410283789,2678.8431644805673,18707.531315085245,21715.07894248057,25912.542762404635,3404573.4686849145,3358135.763172559,3254849.472057749
183,2021-01-31,2183,28112,2044,3366,14138,3437419,0.32999999999999996,2279.9563234901043,2499.479551227137,2769.534323168159,28748.611650156756,29954.241561575633,30748.313533938854,2116.999248452566,2323.8545577128416,2594.1974092161813,16422.765657542623,19820.809206860427,24342.603727411588,3420996.2343424573,3377956.5723794196,3279192.0757834716
184,2021-02-01,2347,28539,2198,3414,20765,3458184,0.3086325,2313.478161745052,2461.3596634203527,2713.1964134122254,28643.80582507838,29600.431171181724,30453.738396079403,2157.4996242262832,2292.3909182846314,2541.371087987189,18593.88282877131,20056.85690514532,23865.589897088525,3439590.117171229,3398013.4292845647,3303057.6656790846
185,2021-02-02,2222,27397,2043,3324,18193,3476377,0.3086325,2267.739080872526,2401.5197475652644,2647.703558290415,28020.40291253919,29049.573378386292,30046.173276601025,2100.2498121131416,2230.0431887134732,2474.921609588714,18393.441414385656,19590.89267885899,23109.244577474637,3457983.5585856144,3417604.321963424,3326166.91025527
186,2021-02-03,2096,26374,1957,3328,17948,3494325,0.3086325,2181.869540436263,2325.1398106739484,2574.1430838515175,27197.201456269595,28380.68003378972,29556.550173053052,2028.6249060565708,2161.782391535105,2405.8653949767204,18170.720707192828,19180.16950914424,22421.07863380971,3476154.279292807,3436784.491472568,3348587.988887954
187,2021-02-04,1907,25334,1761,3275,16717,3511042,0.3086325,2044.4347702181315,2220.604858005461,2485.190672671131,26265.6007281348,27619.01002534229,28993.54348331148,1894.8124530282853,2061.5867936513287,2319.8833423129795,17443.860353596414,18564.377131858182,21660.534815966843,3493598.1396464035,3455348.8686044263,3370248.523702938
188,2021-02-05,1757,24402,1606,3217,14461,3525503,0.3086325,1900.7173851090656,2104.703643504096,2388.098582981472,25333.8003640674,26814.75751900672,28381.33768553552,1750.4062265141426,1947.6900952384965,2224.6988966710783,15952.430176798207,17538.532848893636,20700.596840502873,3509550.5698232017,3472887.40145332,3390949.1205425835
189,2021-02-06,1679,23042,1559,3099,10951,3536454,0.3086325,1789.8586925545328,1998.2777326280718,2293.5521052504623,24187.9001820337,25871.56813925504,27669.425994129677,1654.7031132570714,1850.5175714288723,2135.939043781463,13451.715088399103,15891.649636670227,19400.650595100466,3523002.284911601,3488779.05108999,3410349.771136936
190,2021-02-07,1675,22991,1569,3047,10457,3546911,0.3086325,1732.4293462772664,1917.4582994710538,2211.078491216956,23589.45009101685,25151.42610444128,27045.635861578212,1611.8515566285357,1780.1381785716542,2060.347171277166,11954.357544199553,14532.98722750267,18208.163849085464,3534956.6424558004,3503312.0383174927,3428557.934985369
191,2021-02-08,1739,23020,1624,2980,14370,3561281,0.3086325,1735.7146731386333,1872.8437246032904,2148.134692387955,23304.725045508425,24618.569578330964,26508.884413367156,1617.925778314268,1741.1036339287407,2002.1675484401426,13162.178772099776,14492.240420627002,17696.40866920681,3548118.8212279,3517804.2787381196,3446254.343654007
192,2021-02-09,1531,22067,1439,2911,12696,3573977,0.3086325,1633.3573365693167,1787.382793452468,2065.8500667361445,22685.862522754214,23980.67718374822,25916.633158250934,1528.462889157134,1665.5777254465556,1927.0785419813808,12929.089386049887,14043.180315470252,17029.687513311892,3561047.9106139503,3531847.45905359,3463284.0311668236
193,2021-02-10,1535,20926,1407,2872,12272,3586249,0.3086325,1584.1786682846582,1724.287095089351,1995.0700578379299,21805.931261377107,23217.007887811164,25251.215403816892,1467.7314445785669,1600.9332940849167,1857.7347363838026,12600.544693024944,13600.38523660269,16395.329178203083,3573648.455306975,3545447.8442901927,3479679.360344595
194,2021-02-11,1440,19983,1303,2780,11637,3597886,0.3086325,1512.089334142329,1653.2153213170134,1921.0607167928163,20894.46563068855,22408.50591585837,24548.786683307437,1385.3657222892834,1526.4499705636874,1783.770104865906,12118.772346512473,13109.538927452018,15760.885287775522,3585767.2276534876,3558557.383217645,3495440.245631994
195,2021-02-12,1318,19009,1197,2688,10986,3608872,0.3086325,1415.0446670711644,1569.41149098776,1840.6526212203878,19951.732815344276,21558.629436893778,23810.14845886596,1291.1828611446417,1444.0874779227654,1705.5340908837336,11552.386173256236,12578.654195589015,15124.2339160717,3597319.613826744,3571136.037413234,3510564.4795477386
196,2021-02-13,1240,17694,1150,2592,8025,3616897,0.3086325,1327.5223335355822,1487.05861824082,1760.5656050576238,18822.86640767214,20592.472077670333,22994.661997683364,1220.5914305723209,1370.5656084420739,1631.4628787658603,9788.693086628118,11440.24064669176,14177.669393928267,3607108.306913372,3582576.2780599254,3524742.1489413814
197,2021-02-14,1364,17787,1274,2611,7781,3624678,0.3086325,1345.761166767791,1456.2939636806148,1707.6901910499143,18304.93320383607,19891.104058252746,22300.307064658573,1247.2957152861604,1346.4242063315553,1583.8011615970554,8784.846543314059,10525.43048501882,13324.780141404077,3615893.153456686,3593101.7085449444,3538066.929082537
198,2021-02-15,1322,17730,1212,2577,12953,3637631,0.3086325,1333.8805833838956,1422.720472760461,1656.264832243237,18017.466601918037,19350.82804368956,21690.9327893705,1229.6478576430802,1312.8181547486663,1534.2276733840934,10868.92327165703,11132.322863764113,13275.209455883512,3626762.076728343,3604234.0314087085,3551342.1385382046
199,2021-02-16,1311,17093,1218,2484,11268,3648899,0.3086325,1322.4402916919478,1394.7903545703457,1610.229521277455,17555.23330095902,18786.37103276717,21077.875084120875,1223.82392882154,1289.1136160614997,1492.0639835995319,11068.461635828515,11166.242147823084,13007.581528432278,3637830.5383641715,3615400.2735565314,3564349.7200664487
200,2021-02-17,1233,16458,1136,2393,10419,3659318,0.3086325,1277.720145845974,1354.3427659277593,1559.9322517737783,17006.61665047951,18204.278274575376,20461.891739571223,1179.91196441077,1250.8352120461248,1444.5887857862456,10743.730817914256,10979.431610867312,12662.437324641198,3648574.269182086,3626379.705167399,3577012.157390926
201,2021-02-18,1149,15633,1038,2316,10303,3669621,0.3086325,1213.360072922987,1303.0070744458194,1505.1412848705927,16319.808325239756,17561.45870593153,19818.039507628215,1108.955982205385,1197.6264090345935,1390.3769476813977,10523.365408957128,10810.323708150483,12347.845681355617,3659097.634591043,3637190.0288755493,3589360.0030721393
202,2021-02-19,1068,15018,976,2251,9246,3678867,0.3086325,1140.6800364614935,1244.2553058343644,1446.8557802211662,15668.904162619878,16925.594029448646,19178.0342399443,1042.4779911026926,1142.2198067759452,1335.1266879905313,9884.682704478564,10419.242781112862,11934.266257174768,3668982.3172955215,3647609.271656662,3601294.2693291903
203,2021-02-20,904,14316,826,2142,7161,3686028,0.3086325,1022.3400182307468,1159.1914793757733,1374.4750095249958,14992.452081309939,16273.195522086484,18529.76300795159,934.2389955513463,1063.1648550819589,1267.2431295917795,8522.841352239282,9604.682085834645,11297.830756218,3677505.1586477607,3657213.9537424967,3612592.1000853004
204,2021-02-21,1009,14142,922,2122,7033,3693061,0.3086325,1015.6700091153734,1121.64360953183,1325.7450082549874,14567.226040654969,15740.396641564863,17944.727940224606,928.1194977756732,1027.873641311469,1221.2107123128671,7777.920676119641,8961.761564375984,10729.18665538883,3685283.0793238804,3666175.7153068725,3623321.286740596
205,2021-02-22,980,14137,883,2072,10279,3703340,0.3086325,997.8350045576867,1086.2327071488724,1279.645673820982,14352.113020327484,15339.547481173648,17437.03088152791,905.5597488878366,991.6552309836018,1176.1159506711447,9028.46033805982,9291.071173281987,10669.161768003643,3694311.53966194,3675466.7864801544,3633990.4485085183
206,2021-02-23,976,13511,900,1956,8536,3711876,0.3086325,986.9175022788434,1058.6745303616542,1239.159583978179,13931.556510163742,14882.410610880235,16913.560097324116,902.7798744439183,968.7414232377014,1139.3004905816538,8782.23016902991,9102.303379961491,10384.740198936452,3703093.76983097,3684569.0898601157,3644375.188707384
207,2021-02-24,874,13007,799,1931,7621,3719497,0.3086325,930.4587511394217,1012.5058977712406,1190.4716394477493,13469.27825508187,14413.557958160176,16392.685417680837,850.8899372219591,926.306067428276,1093.927091837428,8201.615084514955,8731.977534971118,10016.241505744882,3711295.384915485,3693301.067395087,3654391.430213067
208,2021-02-25,832,12449,771,1866,6934,3726431,0.3086325,881.2293755697108,967.3794233284304,1142.675420854711,12959.139127540935,13922.418468620132,15866.860695323337,810.9449686109796,887.479550571207,1050.8701462590998,7567.8075422574775,8282.483151228338,9605.275971645522,3718863.1924577425,3701583.550546315,3663996.706184659
209,2021-02-26,718,11781,630,1808,5883,3732314,0.3086325,799.6146877848554,905.0345674963229,1086.0520314074113,12370.069563770467,13387.0638514651,15322.079269280177,720.4724843054898,823.1096629284053,994.7541267578814,6725.403771128738,7682.612363421254,9108.972508759409,3725588.5962288715,3709266.1629097364,3673105.678693372
210,2021-02-27,624,11090,577,1747,4254,3736568,0.3086325,711.8073438924278,834.7759256222422,1024.4450938864184,11730.034781885233,12812.797888598825,14757.80203337611,648.7362421527449,761.5822471963039,939.0535765234929,5489.701885564369,6825.45927256594,8461.642840924771,3731078.2981144357,3716091.622182302,3681567.3215342565
211,2021-02-28,662,10663,617,1630,4112,3740680,0.3086325,686.9036719462139,791.5819442166817,976.119081368226,11196.517390942616,12275.348416449118,14211.828428925926,632.8681210763725,725.4366853972278,896.1130996536909,4800.850942782185,6147.094454424456,7881.690462134763,3735879.149057218,3722238.7166367266,3689449.0119963563
212,2021-03-01,704,10765,649,1658,6215,3746895,0.287265,695.4518359731069,769.6864581625113,939.8365371857939,10980.758695471308,11897.761312336837,13752.25130506911,640.9340605381863,706.3275140479209,863.1646863665303,5507.925471391092,6164.070840818342,7659.465067183449,3741387.074528609,3728402.787477545,3697108.4770635096
213,2021-03-02,683,10121,617,1556,5950,3752845,0.287265,689.2259179865534,748.0148436218834,905.5916655610197,10550.879347735654,11453.570984252627,13268.084464393205,628.9670302690931,683.9956355359407,830.3427281843246,5728.962735695546,6110.5531306137555,7431.536391558977,3747116.0372643042,3734513.3406081586,3704540.013455042
214,2021-03-03,607,9594,548,1507,5305,3758150,0.287265,648.1129589932767,712.7611327164125,865.7794434862154,10072.439673867826,10988.67823818947,12778.206535807423,588.4835151345466,649.9967266519554,792.6970310930798,5516.981367847773,5909.164847960316,7147.998206017767,3752633.018632152,3740422.505456119,3711688.011661037
215,2021-03-04,596,9092,544,1454,5011,3763161,0.287265,622.0564794966383,683.5708495373093,829.8088510213854,9582.219836933913,10514.508678642102,12286.71233103308,566.2417575672732,623.4975449889665,759.5374269473346,5263.9906839238865,5684.623635970237,6863.065111882054,3757897.009316076,3746107.1290920894,3718551.076772899
216,2021-03-05,487,8594,437,1417,4728,3767889,0.287265,554.5282397483192,634.4281371529819,784.1010042185325,9088.109918466957,10034.381508981574,11794.35068689532,501.6208787836366,576.8731587417249,716.5324366876886,4995.995341961943,5445.467726977678,6578.389763631104,3762893.004658038,3751552.596819067,3725129.4665365126
217,2021-03-06,528,8021,490,1326,3832,3771721,0.287265,541.2641198741596,607.8211028647364,749.9542036560605,8554.55495923348,9531.03613173618,11291.23726197593,495.8104393918183,555.1548690562937,686.3281117959959,4413.997670980972,5042.1007952332575,6212.204461813613,3767307.002329019,3756594.6976143,3731341.670998311
218,2021-03-07,461,7812,440,1273,3677,3775398,0.287265,501.1320599370798,571.1158271485523,711.4269765019183,8183.27747961674,9101.277098802135,10827.338960379127,467.9052196959092,526.3661517922202,653.484363556529,4045.498835490486,4700.825596424943,5874.177200238457,3771352.5011645094,3761295.5232107253,3737215.8481985363
219,2021-03-08,501,7847,468,1236,5818,3781216,0.287265,501.0660299685399,553.5868703614142,683.370046301662,8015.13873980837,8787.7078241016,10429.960432328568,467.9526098479546,511.7746138441651,628.7531150823246,4931.749417745243,4980.119197318707,5866.686906873329,3776284.2505822545,3766275.642408044,3743082.5351053984
220,2021-03-09,483,7451,433,1187,5488,3786704,0.287265,492.0330149842699,535.9401527710606,656.6540401281067,7733.069369904185,8453.530868076201,10032.765708018083,450.4763049239773,492.08096038312385,602.6526997380142,5209.874708872621,5107.089397989031,5816.195319290217,3781494.1252911272,3771382.7318060333,3748898.730424679
221,2021-03-10,494,6975,442,1137,5222,3791926,0.287265,493.01650749213496,525.4551145782955,634.966834777692,7354.034684952092,8083.89815105715,9625.063613615665,446.23815246198865,479.5607202873429,581.2323397729454,5215.937354436311,5135.817048491773,5736.969276718188,3786710.062645564,3776518.548854525,3754635.6997013884
222,2021-03-11,449,6687,408,1101,4848,3796774,0.287265,471.00825374606745,506.3413359337216,610.1712568073327,7020.517342476046,7734.673613292863,9233.321798466903,427.1190762309943,461.6705402155072,558.1346944698856,5031.968677218156,5063.86278636883,5618.440039822427,3791742.031322782,3781582.411640894,3760254.1397412033
223,2021-03-12,386,6391,342,1023,4767,3801541,0.287265,428.5041268730337,476.2560019502912,580.281755899688,6705.758671238023,7398.755209969647,8854.345558671312,384.55953811549716,431.7529051616304,529.3167352072339,4899.484338609078,4989.647089776622,5504.914701179436,3796641.515661391,3786572.0587306707,3765759.0544423764
224,2021-03-13,385,6072,348,1000,3592,3805133,0.287265,406.7520634365169,453.4420014627184,554.244188446396,6388.879335619012,7067.066407477235,8483.366150848467,366.2797690577486,410.81467887122284,505.14117051293584,4245.742169304539,4640.235317332466,5249.859407688841,3800887.2578306952,3791212.294048003,3771008.9138500597
225,2021-03-14,357,6039,332,963,3707,3808840,0.287265,381.87603171825845,429.3315010970388,527.9449633202097,6213.939667809505,6810.049805607927,8157.450664068669,349.1398845288743,391.11100915341717,482.0556811112109,3976.3710846522695,4406.92648799935,5044.144819996994,3804863.6289153476,3795619.2205360024,3776053.058670052
226,2021-03-15,431,5976,408,930,5643,3814483,0.287265,406.4380158591292,429.74862582277916,515.0189682108484,6094.969833904753,6601.537354205945,7866.5905755261765,378.56994226443715,395.3332568650629,472.1815902963827,4809.685542326135,4715.944865999512,5123.992177330729,3809673.3144576736,3800335.1654020017,3781177.050847378
227,2021-03-16,364,5664,334,882,4933,3819416,0.287265,385.2190079295646,413.3114693670844,494.88310578273513,5879.484916952377,6367.1530156544595,7572.911832122684,356.2849711322186,379.9999426487971,453.75737825686485,4871.3427711630675,4770.208649499634,5098.526553686632,3814544.657228837,3805105.3740515015,3786275.577401061
228,2021-03-17,343,5397,315,846,5048,3824464,0.287265,364.10950396478233,395.7336020253133,474.63202501170366,5638.242458476188,6124.614761740844,7282.790254506325,335.64248556610926,363.7499569865978,435.25639448928274,4959.671385581534,4839.656487124726,5091.789679861747,3819504.3286144184,3809945.030538626,3791367.36708092
229,2021-03-18,351,5083,317,797,4689,3829153,0.287265,357.55475198239117,384.550201518985,458.1477550101431,5360.621229238094,5864.211071305633,6989.484887238814,326.32124278305463,352.0624677399483,419.488875224045,4824.335692790767,4801.992365343544,5038.0843892135135,3824328.664307209,3814747.0229039695,3796405.4514701306
230,2021-03-19,283,4841,247,749,4333,3833486,0.287265,320.2773759911956,359.1626511392387,434.7947210087906,5100.810614619048,5608.408303479224,6703.02023560697,286.66062139152734,325.7968508049612,396.4903585275056,4578.667846395383,4684.744274007658,4944.073137318378,3828907.3321536044,3819431.767177977,3801349.5246074465
231,2021-03-20,287,4589,259,710,3514,3837000,0.287265,303.6386879955978,341.121988354429,415.08875820761847,4844.905307309524,5353.556227609418,6421.150870859374,272.83031069576367,309.09763810372084,378.1583107238381,4046.3339231976915,4392.058205505743,4753.39671900926,3832953.666076802,3823823.825383483,3806102.921326454
232,2021-03-21,279,4492,253,692,4679,3841679,0.287265,291.3193439977989,325.59149126582173,396.9435904466026,4668.452653654762,5138.167170707063,6163.93075474479,262.91515534788186,295.07322857779064,361.4705359606597,4362.666961598846,4463.793654129307,4743.4771564746925,3837316.333038401,3828287.6190376123,3810846.3984829267
233,2021-03-22,294,4501,266,676,5400,3847079,0.287265,292.65967199889946,317.6936184493663,383.2177783870556,4584.726326827381,4978.875378030297,5942.206654112151,264.45757767394093,287.80492143334294,348.741131165905,4881.333480799423,4697.845240596979,4831.0135356114,3842197.6665192004,3832985.4642782095,3815677.4120185366
234,2021-03-23,295,4245,267,647,4566,3851645,0.287265,293.82983599944976,312.0202138370247,371.4554079354482,4414.863163413691,4795.406533522722,5715.912433563864,265.72878883697047,282.6036910750072,337.8423136771176,4723.666740399712,4664.883930447734,4795.6783975298795,3846921.3332596,3837650.348208657,3820473.090416065
235,2021-03-24,277,4005,257,613,5321,3856966,0.287265,285.4149179997249,303.2651603777685,358.8613535440551,4209.9315817068455,4597.804900142041,5487.7907757553485,261.36439441848523,276.2027683062554,327.06333852016854,5022.333370199856,4828.9129478358,4865.721277859229,3851943.6666298,3842479.261156493,3825338.811693923
236,2021-03-25,288,3763,255,566,4674,3861640,0.287265,286.7074589998624,299.44887028332636,349.4131730715144,3986.4657908534227,4389.10367510653,5257.818672321301,258.18219720924264,270.90207622969154,317.45489338414603,4848.166685099928,4790.18471087685,4840.158440811332,3856791.8333149003,3847269.44586737,3830178.9701347337
237,2021-03-26,245,3712,223,559,3803,3865443,0.287265,265.8537294999312,285.83665271249475,335.4914166619791,3849.2328954267114,4219.827756329897,5051.709516011794,240.59109860462132,258.92655717226864,304.8609075995932,4325.583342549964,4543.3885331576375,4701.870648703154,3861117.41665745,3851812.8344005276,3834880.8407834363
238,2021-03-27,217,3676,201,537,3136,3868579,0.287265,241.4268647499656,268.627489534371,319.6925611070485,3762.6164477133557,4083.8708172474226,4868.281580543556,220.79554930231066,244.44491787920148,291.0127865863141,3730.791671274982,4191.541399868228,4493.087895542733,3864848.208328725,3856004.375800396,3839373.9286789782
239,2021-03-28,221,3438,206,532,4477,3873056,0.287265,231.2134323749828,256.72061715077825,306.53355295944203,3600.3082238566776,3922.403112935567,4677.577369804415,213.39777465115532,234.8336884094011,279.6777483748055,4103.8958356374915,4262.906049901171,4490.942842803702,3868952.1041643624,3860267.281850297,3843864.871521781
240,2021-03-29,206,3466,184,532,3422,3876478,0.287265,218.6067161874914,244.0404628630837,293.1290792315164,3533.154111928339,3808.3023347016756,4516.03372049716,198.69888732557766,222.12526630705082,266.92071525816476,3762.9479178187457,4052.679537425878,4348.417130429874,3872715.052082181,3864319.9613877228,3848213.28865221
241,2021-03-30,217,3283,207,518,3135,3879613,0.287265,217.80335809374571,237.28034714731277,282.9785353339809,3408.0770559641696,3676.976751026257,4351.6292244308725,202.84944366278881,218.34394973028813,258.93128655707613,3448.973958909373,3823.2596530694086,4186.628179705891,3876164.0260410905,3868143.2210407923,3852399.9168319153
242,2021-03-31,225,3084,207,501,3340,3882953,0.287265,221.40167904687286,234.21026036048457,275.24806395611677,3246.038527982085,3528.7325632696925,4182.611994506756,204.9247218313944,215.50796229771612,252.00711501613264,3394.4869794546867,3702.4447398020566,4073.744422411772,3879558.5130205452,3871845.665780594,3856473.661254327
