date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,openstreetmap_id,latitude,longitude,year,month,day,day_of_week,Vax_index,covidOccupiedMVBeds_rolling_mean_7,covidOccupiedMVBeds_rolling_std_7,covidOccupiedMVBeds_rolling_mean_14,covidOccupiedMVBeds_rolling_std_14,hospitalCases_rolling_mean_7,hospitalCases_rolling_std_7,hospitalCases_rolling_mean_14,hospitalCases_rolling_std_14,newAdmissions_rolling_mean_7,newAdmissions_rolling_std_7,newAdmissions_rolling_mean_14,newAdmissions_rolling_std_14,Vax_index_rolling_mean_7,Vax_index_rolling_std_7,Vax_index_rolling_mean_14,Vax_index_rolling_std_14,new_confirmed_rolling_mean_7,new_confirmed_rolling_std_7,new_confirmed_rolling_mean_14,new_confirmed_rolling_std_14
2020-04-01,0.0,23332.0,12059.0,3099.0,3989.0,694.0,35571.0,4730.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,1.0,2.0,0.33,,,,,,,,,,,,,,,,,,,,
2020-04-02,1494.0,26264.0,12135.0,2932.0,3895.0,725.0,39466.0,5455.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,2.0,3.0,0.33,,,,,,,,,,,,,,,,,,,,
2020-04-03,1788.0,28828.0,13635.0,2564.0,3878.0,737.0,43344.0,6192.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,3.0,4.0,0.33,,,,,,,,,,,,,,,,,,,,
2020-04-04,1950.0,31421.0,15469.0,2593.0,3260.0,828.0,46604.0,7020.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,4.0,5.0,0.33,,,,,,,,,,,,,,,,,,,,
2020-04-05,2097.0,34013.0,16657.0,2592.0,2994.0,823.0,49598.0,7843.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,5.0,6.0,0.33,,,,,,,,,,,,,,,,,,,,
2020-04-06,2264.0,36692.0,17154.0,2679.0,4170.0,795.0,53768.0,8638.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,6.0,0.0,0.33,,,,,,,,,,,,,,,,,,,,
2020-04-07,2472.0,39436.0,17814.0,2744.0,4359.0,902.0,58127.0,9540.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,7.0,1.0,0.33,1723.5714,823.65845,,,14989.0,2389.0027,,,2743.2856,201.61656,,,0.33,0.0,,,3792.1428,490.07056,,
2020-04-08,2561.0,42055.0,18152.0,2619.0,4093.0,971.0,62220.0,10511.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,8.0,2.0,0.33,2089.4285,379.49698,,,15859.429,2249.45,,,2674.7144,129.03192,,,0.33,0.0,,,3807.0,498.53653,,
2020-04-09,2546.0,44395.0,18423.0,2340.0,3892.0,865.0,66112.0,11376.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,9.0,3.0,0.33,2239.7144,305.4858,,,16757.715,1703.5387,,,2590.1428,126.27144,,,0.33,0.0,,,3806.5715,498.44955,,
2020-04-10,2820.0,46591.0,18669.0,2196.0,3428.0,847.0,69540.0,12223.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,10.0,4.0,0.33,2387.1428,300.13022,,,17476.857,1132.3844,,,2537.5715,196.2081,,,0.33,0.0,,,3742.2856,516.39734,,
2020-04-11,2865.0,48546.0,18604.0,1955.0,2905.0,855.0,72445.0,13078.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,11.0,5.0,0.33,2517.8572,276.32074,,,17924.715,766.88715,,,2446.4285,291.3056,,,0.33,0.0,,,3691.5715,584.5856,,
2020-04-12,2881.0,50337.0,18974.0,1791.0,2836.0,848.0,75281.0,13926.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,12.0,6.0,0.33,2629.8572,232.75984,,,18255.715,613.14343,,,2332.0,371.01035,,,0.33,0.0,,,3669.0,618.09814,,
2020-04-13,2872.0,52249.0,18621.0,1912.0,3294.0,793.0,78575.0,14719.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,13.0,0.0,0.33,2716.7144,181.216,,,18465.285,380.32605,,,2222.4285,364.6555,,,0.33,0.0,,,3543.8572,587.6891,,
2020-04-14,2849.0,54108.0,18552.0,1859.0,3370.0,754.0,81945.0,15473.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,14.0,1.0,0.33,2770.5715,149.63606,2247.0715,786.4994,18570.715,249.47527,16779.857,2473.2073,2096.0,301.66095,2419.6428,416.60876,0.33,0.0,0.33,0.0,3402.5715,465.1716,3597.3572,501.57468
2020-04-15,2847.0,55716.0,17934.0,1608.0,3939.0,778.0,85884.0,16251.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,15.0,2.0,0.33,2811.4285,118.73059,2450.4285,461.86774,18539.572,315.36267,17199.5,2077.3125,1951.5714,246.50684,2313.1428,420.14316,0.33,0.0,0.33,0.0,3380.5715,429.33743,3593.7856,498.74152
2020-04-16,2838.0,57493.0,17783.0,1777.0,4054.0,746.0,89938.0,16997.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,16.0,3.0,0.33,2853.1428,21.035118,2546.4285,380.2444,18448.143,427.5938,17602.928,1480.9224,1871.1428,182.07639,2230.6428,402.29544,0.33,0.0,0.33,0.0,3403.7144,464.43182,3605.1428,507.85535
2020-04-17,2780.0,59167.0,16728.0,1674.0,3812.0,736.0,93750.0,17733.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,17.0,4.0,0.33,2847.4285,33.360943,2617.2856,314.84634,18170.857,760.364,17823.857,994.15265,1796.5714,124.71148,2167.0715,415.66324,0.33,0.0,0.33,0.0,3458.5715,489.76587,3600.4285,505.4282
2020-04-18,2868.0,60578.0,16850.0,1411.0,3758.0,702.0,97508.0,18435.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,18.0,5.0,0.33,2847.8572,33.642376,2682.8572,255.1108,17920.285,874.30634,17922.5,790.0941,1718.8572,170.59058,2082.6428,441.72052,0.33,0.0,0.33,0.0,3580.4285,431.75912,3636.0,497.08163
2020-04-19,2820.0,62053.0,16928.0,1475.0,3228.0,684.0,100736.0,19119.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,19.0,6.0,0.33,2839.1428,31.45594,2734.5,193.01285,17628.0,802.36835,17941.857,759.4293,1673.7142,189.12228,2002.8572,443.51617,0.33,0.0,0.33,0.0,3636.4285,333.3106,3652.7144,477.37753
2020-04-20,2780.0,63575.0,16654.0,1522.0,3434.0,683.0,104170.0,19802.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,20.0,0.0,0.33,2826.0,34.510868,2771.3572,137.55649,17347.0,738.5425,17906.143,809.4408,1618.0,162.84554,1920.2142,414.69382,0.33,0.0,0.33,0.0,3656.4285,312.91525,3600.1428,456.08026
2020-04-21,2701.0,65070.0,16517.0,1495.0,3772.0,645.0,107942.0,20447.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,21.0,1.0,0.33,2804.8572,56.44002,2787.7144,110.09536,17056.285,565.3821,17813.5,890.9199,1566.0,127.30017,1831.0,353.70328,0.33,0.0,0.33,0.0,3713.8572,287.43835,3558.2144,405.08102
2020-04-22,2646.0,66380.0,16018.0,1310.0,4650.0,640.0,112592.0,21087.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,22.0,2.0,0.33,2776.1428,78.31651,2793.7856,98.34803,16782.572,532.47217,17661.072,1003.9366,1523.4286,157.22475,1737.5,298.00406,0.33,0.0,0.33,0.0,3815.4285,456.28604,3598.0,481.74506
2020-04-23,2563.0,67669.0,15402.0,1289.0,4423.0,595.0,117015.0,21682.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,23.0,3.0,0.33,2736.8572,106.145226,2795.0,95.1048,16442.428,547.1745,17445.285,1142.6532,1453.7142,132.25949,1662.4286,265.11673,0.33,0.0,0.33,0.0,3868.1428,506.94458,3635.9285,525.5815
2020-04-24,2414.0,68946.0,14642.0,1277.0,4160.0,601.0,121175.0,22283.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,24.0,4.0,0.33,2684.5715,158.55583,2766.0,138.77098,16144.429,849.9768,17157.643,1306.0842,1397.0,104.19693,1596.7858,234.89119,0.33,0.0,0.33,0.0,3917.8572,517.4754,3688.2144,539.53046
2020-04-25,2405.0,70026.0,14202.0,1080.0,3233.0,551.0,124408.0,22834.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,25.0,5.0,0.33,2618.4285,165.69536,2733.1428,165.42526,15766.143,1049.465,16843.215,1452.7399,1349.7142,157.9997,1534.2858,248.27449,0.33,0.0,0.33,0.0,3842.8572,578.90485,3711.6428,509.17136
2020-04-26,2309.0,71234.0,14174.0,1208.0,2980.0,556.0,127388.0,23390.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,26.0,6.0,0.33,2545.4285,174.42368,2692.2856,194.22763,15372.714,1057.4943,16500.357,1477.3842,1311.5714,154.91165,1492.6428,250.7842,0.33,0.0,0.33,0.0,3807.4285,628.2876,3721.9285,491.2614
2020-04-27,2194.0,72578.0,14255.0,1344.0,3958.0,505.0,131346.0,23895.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,27.0,0.0,0.33,2461.7144,183.46817,2643.8572,227.62549,15030.0,957.008,16188.5,1455.9578,1286.1428,126.643105,1452.0714,222.01784,0.33,0.0,0.33,0.0,3882.2856,607.2437,3769.3572,478.6604
2020-04-28,2093.0,73874.0,13565.0,1296.0,3902.0,496.0,135248.0,24391.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,28.0,1.0,0.33,2374.8572,194.8704,2589.8572,262.25497,14608.286,835.1987,15832.286,1443.2268,1257.7142,88.55265,1411.8572,191.53664,0.33,0.0,0.33,0.0,3900.8572,605.29346,3807.3572,465.4524
2020-04-29,2045.0,75169.0,13224.0,1295.0,4610.0,495.0,139858.0,24886.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,29.0,2.0,0.33,2289.0,187.76492,2532.5715,288.08566,14209.143,706.9994,15495.857,1464.4274,1255.5714,87.24841,1389.5,185.03793,0.33,0.0,0.33,0.0,3895.1428,597.1768,3855.2856,512.24567
2020-04-30,1991.0,76396.0,12922.0,1227.0,4231.0,483.0,144089.0,25369.0,56171304.0,151336.0,52.24,0.41,2020.0,4.0,30.0,3.0,0.33,2207.2856,172.49223,2472.0715,307.30627,13854.857,626.4036,15148.643,1456.683,1246.7142,86.432465,1350.2142,151.84769,0.33,0.0,0.33,0.0,3867.7144,572.8033,3867.9285,519.6581
2020-05-01,1954.0,77477.0,12623.0,1081.0,4024.0,475.0,148113.0,25844.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,1.0,4.0,0.33,2141.5715,168.18428,2413.0715,322.55316,13566.429,667.06195,14855.429,1525.826,1218.7142,104.78504,1307.8572,136.51479,0.33,0.0,0.33,0.0,3848.2856,563.46747,3883.0715,520.9901
2020-05-02,1844.0,78457.0,12314.0,980.0,2677.0,424.0,150790.0,26268.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,2.0,5.0,0.33,2061.4285,154.87076,2339.9285,327.5211,13296.714,744.4501,14531.429,1551.098,1204.4286,130.5078,1277.0714,158.32172,0.33,0.0,0.33,0.0,3768.8572,689.7034,3805.8572,612.9434
2020-05-03,1795.0,79501.0,12119.0,1044.0,2537.0,387.0,153327.0,26655.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,3.0,6.0,0.33,1988.0,138.96042,2266.7144,326.5136,13003.143,746.0258,14187.929,1511.5232,1181.0,143.8031,1246.2858,158.77727,0.33,0.0,0.33,0.0,3705.5715,787.53687,3756.5,686.4664
2020-05-04,1724.0,80564.0,12020.0,1063.0,2775.0,409.0,156102.0,27064.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,4.0,0.0,0.33,1920.8572,136.35912,2191.2856,320.7406,12683.857,580.96857,13856.929,1435.4224,1140.8572,129.1968,1213.5,144.18457,0.33,0.0,0.33,0.0,3536.5715,848.8818,3709.4285,731.4046
2020-05-05,1662.0,81523.0,11754.0,959.0,3060.0,390.0,159162.0,27454.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,5.0,1.0,0.33,1859.2858,142.82823,2117.0715,313.85873,12425.143,523.5833,13516.714,1315.9253,1092.7142,124.45175,1175.2142,134.52663,0.33,0.0,0.33,0.0,3416.2856,848.12573,3658.5715,751.2051
2020-05-06,1610.0,82563.0,11227.0,1040.0,3191.0,390.0,162353.0,27844.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,6.0,2.0,0.33,1797.1428,143.19035,2043.0714,301.44357,12139.857,558.64343,13174.5,1235.9482,1056.2858,87.08179,1155.9286,133.063,0.33,0.0,0.33,0.0,3213.5715,665.08795,3554.3572,702.7233
2020-05-07,1493.0,83561.0,10726.0,998.0,3112.0,394.0,165465.0,28238.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,7.0,3.0,0.33,1726.0,154.11792,1966.6428,295.05685,11826.143,654.57654,12840.5,1219.3945,1023.5714,45.206406,1135.1428,133.40503,0.33,0.0,0.33,0.0,3053.7144,491.65155,3460.7144,664.3699
2020-05-08,1446.0,84304.0,10249.0,743.0,2571.0,330.0,168036.0,28568.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,8.0,4.0,0.33,1653.4286,148.35976,1897.5,295.57916,11487.0,776.5411,12526.714,1283.6848,975.2857,109.05918,1097.0,162.82222,0.33,0.0,0.33,0.0,2846.1428,270.88892,3347.2144,671.40924
2020-05-09,1398.0,85102.0,10176.0,798.0,1767.0,328.0,169803.0,28896.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,9.0,5.0,0.33,1589.7142,148.6458,1825.5714,284.9134,11181.571,816.4845,12239.143,1329.6477,949.2857,127.82764,1076.8572,181.46323,0.33,0.0,0.33,0.0,2716.1428,492.9376,3242.5,793.7639
2020-05-10,1362.0,85858.0,9893.0,756.0,1986.0,300.0,171789.0,29196.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,10.0,6.0,0.33,1527.8572,138.74489,1757.9286,273.49884,10863.571,823.9799,11933.357,1342.6486,908.1429,138.19,1044.5714,195.96574,0.33,0.0,0.33,0.0,2637.4285,565.0324,3171.5,860.6843
2020-05-11,1316.0,86724.0,10109.0,866.0,3042.0,259.0,174831.0,29455.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,11.0,0.0,0.33,1469.5714,127.88779,1695.2142,266.3861,10590.571,681.17615,11637.214,1244.8544,880.0,120.29824,1010.4286,180.84065,0.33,0.0,0.33,0.0,2675.5715,584.54224,3106.0715,830.5866
2020-05-12,1247.0,87568.0,9791.0,844.0,2886.0,274.0,177717.0,29729.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,12.0,1.0,0.33,1410.2858,119.74795,1634.7858,265.16183,10310.143,503.2019,11367.643,1203.2135,863.5714,115.46696,978.1429,165.64507,0.33,0.0,0.33,0.0,2650.7144,568.96216,3033.5,799.4979
2020-05-13,1198.0,88372.0,9602.0,804.0,2826.0,253.0,180543.0,29982.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,13.0,2.0,0.33,1351.4286,105.64699,1574.2858,260.96017,10078.0,365.80505,11108.929,1162.0527,829.8571,86.082184,943.0714,143.95644,0.33,0.0,0.33,0.0,2598.5715,526.3224,2906.0715,658.66595
2020-05-14,1162.0,89135.0,9231.0,763.0,2172.0,274.0,182715.0,30256.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,14.0,3.0,0.33,1304.1428,105.796074,1515.0714,253.06474,9864.429,360.8083,10845.286,1137.509,796.2857,46.13283,909.9286,125.83167,0.33,0.0,0.33,0.0,2464.2856,492.31046,2759.0,562.99585
2020-05-15,1200.0,89873.0,9079.0,738.0,2105.0,267.0,184820.0,30523.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,15.0,4.0,0.33,1269.0,90.58514,1461.2142,231.80667,9697.286,419.2337,10592.143,1105.351,795.5714,47.123444,885.4286,123.328026,0.33,0.0,0.33,0.0,2397.7144,506.76974,2621.9285,454.46393
2020-05-16,1101.0,90544.0,8643.0,671.0,1756.0,266.0,186576.0,30789.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,16.0,5.0,0.33,1226.5714,89.64347,1408.1428,222.28598,9478.286,516.5858,10329.929,1100.8802,777.4286,66.497765,863.3571,132.41637,0.33,0.0,0.33,0.0,2396.1428,509.06332,2556.1428,509.23758
2020-05-17,1064.0,91217.0,8611.0,673.0,1570.0,222.0,188146.0,31011.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,17.0,6.0,0.33,1184.0,85.26234,1355.9286,209.93605,9295.143,569.58655,10079.357,1060.8458,765.5714,77.4529,836.8571,130.595,0.33,0.0,0.33,0.0,2336.7144,583.73016,2487.0715,573.5528
2020-05-18,1010.0,91950.0,8668.0,733.0,2185.0,253.0,190331.0,31264.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,18.0,0.0,0.33,1140.2858,84.748085,1304.9286,200.13974,9089.286,479.7356,9839.929,962.9038,746.5714,63.82491,813.2857,115.55314,0.33,0.0,0.33,0.0,2214.2856,494.15137,2444.9285,572.444
2020-05-19,976.0,92702.0,8518.0,752.0,2561.0,230.0,192892.0,31494.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,19.0,1.0,0.33,1101.5714,89.63232,1255.9286,189.69753,8907.429,404.83282,9608.786,849.8523,733.4286,47.905663,798.5,108.50221,0.33,0.0,0.33,0.0,2167.8572,431.8632,2409.2856,546.1312
2020-05-20,921.0,93434.0,8115.0,732.0,2323.0,233.0,195215.0,31727.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,20.0,2.0,0.33,1062.0,100.45729,1206.7142,179.89502,8695.0,368.09647,9386.5,799.5317,723.1429,36.63072,776.5,84.29321,0.33,0.0,0.33,0.0,2096.0,335.11392,2347.2856,497.681
2020-05-21,894.0,94149.0,7903.0,715.0,2242.0,201.0,197457.0,31928.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,21.0,3.0,0.33,1023.7143,106.859276,1163.9286,177.78789,8505.286,387.51288,9184.857,791.66504,716.2857,32.14402,756.2857,56.411167,0.33,0.0,0.33,0.0,2106.0,338.7841,2285.1428,446.53845
2020-05-22,852.0,94787.0,7761.0,638.0,1776.0,194.0,199233.0,32122.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,22.0,4.0,0.33,974.0,90.941376,1121.5,176.16502,8317.0,382.45914,9007.143,813.36676,702.0,41.689327,748.7857,64.68644,0.33,0.0,0.33,0.0,2059.0,361.03647,2228.3572,457.79767
2020-05-23,815.0,95291.0,7428.0,504.0,1290.0,200.0,200523.0,32322.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,23.0,5.0,0.33,933.1429,88.589745,1079.8572,174.67679,8143.4287,474.4832,8810.857,840.7151,678.1429,86.30069,727.7857,90.17946,0.33,0.0,0.33,0.0,1992.4286,456.5475,2194.2856,509.5952
2020-05-24,786.0,95788.0,7415.0,497.0,1189.0,168.0,201712.0,32490.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,24.0,6.0,0.33,893.4286,82.235146,1038.7142,170.90367,7972.5713,493.02563,8633.857,856.0734,653.0,110.338875,709.2857,108.625984,0.33,0.0,0.33,0.0,1938.0,531.8095,2137.3572,574.97687
2020-05-25,771.0,96286.0,7448.0,498.0,1372.0,175.0,203084.0,32665.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,25.0,0.0,0.33,859.2857,75.07266,999.7857,164.8478,7798.2856,415.80673,8443.786,796.7063,619.4286,117.461845,683.0,112.25109,0.33,0.0,0.33,0.0,1821.8572,557.0534,2018.0714,545.32733
2020-05-26,756.0,96864.0,7305.0,578.0,1431.0,188.0,204515.0,32853.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,26.0,1.0,0.33,827.8571,63.17549,964.7143,160.37668,7625.0,303.4573,8266.214,748.9498,594.5714,102.143456,664.0,105.193596,0.33,0.0,0.33,0.0,1660.4286,462.93875,1914.1428,504.29706
2020-05-27,696.0,97453.0,6836.0,589.0,1597.0,170.0,206112.0,33023.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,27.0,2.0,0.33,795.7143,65.096634,928.8571,160.32509,7442.2856,341.86923,8068.643,734.1528,574.1429,82.48521,648.6429,98.67476,0.33,0.0,0.33,0.0,1556.7142,359.53662,1826.3572,435.6524
2020-05-28,663.0,98023.0,6528.0,570.0,1553.0,182.0,207665.0,33205.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,28.0,3.0,0.33,762.7143,65.517715,893.2143,159.97412,7245.857,419.28885,7875.5713,759.928,553.4286,54.765736,634.8571,94.877945,0.33,0.0,0.33,0.0,1458.2858,199.23999,1782.1428,429.23865
2020-05-29,630.0,98522.0,6250.0,499.0,1359.0,162.0,209024.0,33367.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,29.0,4.0,0.33,731.0,68.74591,852.5,147.97336,7030.0,492.44592,7673.5,790.81067,533.5714,42.906322,617.7857,96.3816,0.33,0.0,0.33,0.0,1398.7142,142.74303,1728.8572,432.36893
2020-05-30,628.0,98988.0,5972.0,466.0,992.0,143.0,210016.0,33510.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,30.0,5.0,0.33,704.2857,66.97441,818.7143,140.68974,6822.0,593.4546,7482.7144,858.2425,528.1429,49.211884,603.1429,103.018936,0.33,0.0,0.33,0.0,1356.1428,209.42972,1674.2858,474.81064
2020-05-31,606.0,99434.0,5933.0,446.0,977.0,113.0,210993.0,33623.0,56171304.0,151336.0,52.24,0.41,2020.0,5.0,31.0,6.0,0.33,678.5714,64.89442,786.0,132.26314,6610.2856,610.7429,7291.4287,885.4319,520.8571,57.643818,586.9286,108.875694,0.33,0.0,0.33,0.0,1325.8572,249.1843,1631.9286,509.97745
2020-06-01,584.0,99956.0,5954.0,522.0,1293.0,121.0,212286.0,33744.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,1.0,0.0,0.33,651.8571,58.698177,755.5714,125.60053,6396.857,524.1064,7097.5713,857.52344,524.2857,56.764763,571.8571,101.450905,0.33,0.0,0.33,0.0,1314.5714,248.53427,1568.2142,490.92944
2020-06-02,553.0,100509.0,5827.0,553.0,1345.0,151.0,213631.0,33895.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,2.0,1.0,0.33,622.8571,47.806656,725.3571,119.21126,6185.7144,373.2893,6905.357,815.1918,520.7143,53.51546,557.6429,87.21116,0.33,0.0,0.33,0.0,1302.2858,243.90211,1481.3572,401.1268
2020-06-03,523.0,101000.0,5600.0,491.0,1220.0,137.0,214851.0,34032.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,3.0,2.0,0.33,598.1429,48.40602,696.9286,116.38957,6009.143,299.4486,6725.7144,805.1712,506.7143,44.779884,540.4286,72.731026,0.33,0.0,0.33,0.0,1248.4286,206.77673,1402.5714,324.01086
2020-06-04,494.0,101458.0,5398.0,458.0,1130.0,121.0,215981.0,34153.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,4.0,3.0,0.33,574.0,52.627625,668.3571,113.3474,5847.7144,276.85297,6546.7856,801.75366,490.7143,37.875736,522.0714,55.72524,0.33,0.0,0.33,0.0,1188.0,159.29008,1323.1428,222.93665
2020-06-05,481.0,101838.0,5213.0,380.0,1003.0,109.0,216984.0,34262.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,5.0,4.0,0.33,552.7143,56.21303,641.8571,110.44167,5699.5713,302.01813,6364.7856,794.08624,473.7143,55.936615,503.64285,57.082405,0.33,0.0,0.33,0.0,1137.1428,152.27106,1267.9286,196.28099
2020-06-06,473.0,102144.0,5004.0,306.0,710.0,99.0,217694.0,34361.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,6.0,5.0,0.33,530.5714,51.983513,617.4286,106.96708,5561.2856,370.36725,6191.643,808.563,450.85715,84.837944,489.5,77.767654,0.33,0.0,0.33,0.0,1096.8572,219.5233,1226.5,246.1409
2020-06-07,448.0,102467.0,4820.0,323.0,660.0,112.0,218354.0,34473.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,7.0,6.0,0.33,508.0,47.916595,593.2857,104.09864,5402.2856,419.80103,6006.2856,803.97394,433.2857,97.764534,477.07144,89.49642,0.33,0.0,0.33,0.0,1051.5714,274.24615,1188.7142,289.18146
2020-06-08,443.0,102815.0,4830.0,348.0,977.0,112.0,219331.0,34585.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,8.0,0.0,0.33,487.85715,39.549248,569.8571,97.7413,5241.7144,387.3064,5819.2856,745.159,408.42856,93.475235,466.35715,95.57084,0.33,0.0,0.33,0.0,1006.4286,253.07236,1160.5,289.19272
2020-06-09,427.0,103212.0,4665.0,397.0,1055.0,84.0,220386.0,34669.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,9.0,1.0,0.33,469.85715,33.108047,546.3571,88.67452,5075.7144,340.87766,5630.7144,670.56836,386.14285,68.53084,453.42856,91.460556,0.33,0.0,0.33,0.0,965.0,208.16179,1133.6428,279.43393
2020-06-10,384.0,103614.0,4447.0,402.0,1076.0,98.0,221462.0,34767.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,10.0,2.0,0.33,450.0,37.336308,524.0714,87.36965,4911.0,323.4388,5460.0713,643.6916,373.42856,52.12759,440.07144,83.441795,0.33,0.0,0.33,0.0,944.4286,184.53622,1096.4286,245.62596
2020-06-11,334.0,103944.0,4179.0,330.0,906.0,72.0,222368.0,34839.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,11.0,3.0,0.33,427.14285,52.004578,500.57144,91.285446,4736.857,344.97604,5292.2856,650.02655,355.14285,38.071987,422.92856,79.24302,0.33,0.0,0.33,0.0,912.4286,165.42557,1050.2142,211.62782
2020-06-12,336.0,104242.0,4136.0,298.0,931.0,73.0,223299.0,34912.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,12.0,4.0,0.33,406.42856,55.7221,479.57144,93.02085,4583.0,337.30896,5141.2856,655.94995,343.42856,41.600708,408.57144,82.54017,0.33,0.0,0.33,0.0,902.1429,161.03563,1019.6429,193.74869
2020-06-13,339.0,104507.0,4000.0,265.0,777.0,52.0,224076.0,34964.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,13.0,5.0,0.33,387.2857,51.928524,458.92856,89.55056,4439.5713,341.8844,5000.4287,675.28864,337.57144,49.822544,394.2143,89.01009,0.33,0.0,0.33,0.0,911.7143,149.27348,1004.2857,204.33961
2020-06-14,343.0,104813.0,3973.0,306.0,749.0,74.0,224825.0,35038.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,14.0,6.0,0.33,372.2857,46.33111,440.14285,83.721016,4318.5713,334.61066,4860.4287,670.2302,335.14285,51.050396,384.2143,90.59477,0.33,0.0,0.33,0.0,924.4286,126.27992,988.0,215.46443
2020-06-15,327.0,105178.0,3920.0,365.0,929.0,62.0,225754.0,35100.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,15.0,0.0,0.33,355.7143,36.531788,421.7857,77.71168,4188.5713,274.10025,4715.143,634.44147,337.57144,52.156357,373.0,81.4862,0.33,0.0,0.33,0.0,917.5714,124.236145,962.0,196.9998
2020-06-16,327.0,105532.0,3934.0,354.0,982.0,69.0,226736.0,35169.0,56171304.0,151336.0,52.24,0.41,2020.0,6.0,16.0,1.0,0.33,341.42856,19.671104,405.64285,71.590294,4084.1428,188.09167,4579.9287,578.50635,331.42856,46.18029,358.7857,62.911633,0.33,0.0,0.33,0.0,907.1429,113.36582,936.0714,163.8045
