,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions,areaName,dailyCases,cumulativeCases,population
691,2022-02-22,284.0,623466,8948.0,976,England,28019,15976551,"56,536,419"
692,2022-02-23,278.0,624442,8868.0,976,England,26008,16002559,"56,536,419"
693,2022-02-24,262.0,625426,8645.0,984,England,21882,16024441,"56,536,419"
694,2022-02-25,246.0,626267,8498.0,841,England,19533,16043974,"56,536,419"
695,2022-02-26,226.0,627155,8197.0,888,England,17604,16061578,"56,536,419"
696,2022-02-27,239.0,628104,8305.0,949,England,22165,16083743,"56,536,419"
697,2022-02-28,254.0,629249,8538.0,1145,England,31865,16115608,"56,536,419"
698,2022-03-01,245.0,630360,8486.0,1111,England,31864,16147472,"56,536,419"
699,2022-03-02,249.0,631544,8402.0,1184,England,33361,16180833,"56,536,419"
700,2022-03-03,234.0,632770,8210.0,1226,England,31533,16212366,"56,536,419"
701,2022-03-04,232.0,633814,8403.0,1044,England,30605,16242971,"56,536,419"
702,2022-03-05,231.0,634864,8400.0,1050,England,28509,16271480,"56,536,419"
703,2022-03-06,234.0,636124,8502.0,1260,England,35914,16307394,"56,536,419"
704,2022-03-07,239.0,637402,8923.0,1278,England,50982,16358376,"56,536,419"
705,2022-03-08,242.0,638791,9176.0,1389,England,52343,16410719,"56,536,419"
706,2022-03-09,235.0,640312,9163.0,1521,England,55491,16466210,"56,536,419"
707,2022-03-10,221.0,641726,9241.0,1414,England,54298,16520508,"56,536,419"
708,2022-03-11,221.0,643138,9369.0,1412,England,52270,16572778,"56,536,419"
709,2022-03-12,216.0,644506,9618.0,1368,England,49161,16621939,"56,536,419"
710,2022-03-13,215.0,646097,9908.0,1591,England,60271,16682210,"56,536,419"
711,2022-03-14,239.0,647748,10576.0,1651,England,79517,16761727,"56,536,419"
712,2022-03-15,235.0,649548,10877.0,1800,England,74101,16835828,"56,536,419"
713,2022-03-16,236.0,651371,11010.0,1823,England,73951,16909779,"56,536,419"
714,2022-03-17,249.0,653109,11346.0,1738,England,67687,16977466,"56,536,419"
715,2022-03-18,240.0,654738,11595.0,1629,England,61904,17039370,"56,536,419"
716,2022-03-19,231.0,656551,11638.0,1813,England,55211,17094581,"56,536,419"
717,2022-03-20,237.0,658344,12070.0,1793,England,66907,17161488,"56,536,419"
718,2022-03-21,252.0,660328,12753.0,1984,England,89907,17251395,"56,536,419"
719,2022-03-22,269.0,662426,13060.0,2098,England,81845,17333240,"56,536,419"
720,2022-03-23,260.0,664563,13248.0,2137,England,77600,17410840,"56,536,419"
721,2022-03-24,286.0,666569,13602.0,2006,England,68604,17479444,"56,536,419"
722,2022-03-25,290.0,668494,13842.0,1925,England,60256,17539700,"56,536,419"
723,2022-03-26,304.0,670363,13796.0,1869,England,51776,17591476,"56,536,419"
724,2022-03-27,303.0,672400,14465.0,2037,England,58000,17649476,"56,536,419"
725,2022-03-28,319.0,674680,15170.0,2280,England,78909,17728385,"56,536,419"
726,2022-03-29,325.0,676899,15411.0,2219,England,67441,17795826,"56,536,419"
727,2022-03-30,318.0,679254,15632.0,2355,England,62750,17858576,"56,536,419"
728,2022-03-31,311.0,681378,15648.0,2124,England,45879,17904455,"56,536,419"
729,2022-04-01,311.0,683224,15966.0,1846,England,40342,17944797,"56,536,419"
730,2022-04-02,308.0,685050,15739.0,1826,England,31609,17976406,"56,536,419"
731,2022-04-03,306.0,687153,15989.0,2103,England,35606,18012012,"56,536,419"
732,2022-04-04,306.0,689317,16466.0,2164,England,45140,18057152,"56,536,419"
733,2022-04-05,319.0,691625,16552.0,2308,England,40393,18097545,"56,536,419"
734,2022-04-06,317.0,693801,16587.0,2176,England,36891,18134436,"56,536,419"
735,2022-04-07,312.0,695800,16600.0,1999,England,31745,18166181,"56,536,419"
736,2022-04-08,315.0,697551,16366.0,1751,England,27391,18193572,"56,536,419"
737,2022-04-09,323.0,699253,15876.0,1702,England,23013,18216585,"56,536,419"
738,2022-04-10,329.0,701045,16039.0,1792,England,25641,18242226,"56,536,419"
739,2022-04-11,337.0,702954,16442.0,1909,England,30597,18272823,"56,536,419"
740,2022-04-12,339.0,704957,16131.0,2003,England,27382,18300205,"56,536,419"
741,2022-04-13,306.0,706855,15399.0,1898,England,25507,18325712,"56,536,419"
742,2022-04-14,299.0,708517,14955.0,1662,England,21434,18347146,"56,536,419"
743,2022-04-15,271.0,709933,14394.0,1416,England,17306,18364452,"56,536,419"
744,2022-04-16,285.0,711221,14335.0,1288,England,16091,18380543,"56,536,419"
745,2022-04-17,280.0,712568,14254.0,1347,England,16262,18396805,"56,536,419"
746,2022-04-18,274.0,714074,14183.0,1506,England,20566,18417371,"56,536,419"
747,2022-04-19,296.0,715509,14607.0,1435,England,20595,18437966,"56,536,419"
748,2022-04-20,309.0,716831,14164.0,1322,England,16973,18454939,"56,536,419"
749,2022-04-21,294.0,718095,13392.0,1264,England,14520,18469459,"56,536,419"
750,2022-04-22,283.0,719279,12883.0,1184,England,12526,18481985,"56,536,419"
751,2022-04-23,286.0,720366,12156.0,1087,England,10573,18492558,"56,536,419"
752,2022-04-24,287.0,721443,12083.0,1077,England,11867,18504425,"56,536,419"
753,2022-04-25,276.0,722581,11992.0,1138,England,13404,18517829,"56,536,419"
754,2022-04-26,276.0,723681,11320.0,1100,England,11293,18529122,"56,536,419"
755,2022-04-27,260.0,724763,10965.0,1082,England,10120,18539242,"56,536,419"
756,2022-04-28,252.0,725699,10432.0,936,England,9056,18548298,"56,536,419"
757,2022-04-29,259.0,726571,9938.0,872,England,7992,18556290,"56,536,419"
758,2022-04-30,265.0,727289,9499.0,718,England,6863,18563153,"56,536,419"
759,2022-05-01,256.0,728096,9355.0,807,England,7718,18570871,"56,536,419"
760,2022-05-02,248.0,728924,9326.0,828,England,10343,18581214,"56,536,419"
761,2022-05-03,237.0,729817,9243.0,893,England,11155,18592369,"56,536,419"
762,2022-05-04,241.0,730690,8950.0,873,England,9783,18602152,"56,536,419"
763,2022-05-05,224.0,731467,8596.0,777,England,8592,18610744,"56,536,419"
764,2022-05-06,211.0,732188,8170.0,721,England,7518,18618262,"56,536,419"
765,2022-05-07,199.0,732795,7768.0,607,England,6354,18624616,"56,536,419"
766,2022-05-08,199.0,733464,7715.0,669,England,7664,18632280,"56,536,419"
767,2022-05-09,187.0,734195,7647.0,731,England,8876,18641156,"56,536,419"
768,2022-05-10,175.0,734921,7363.0,726,England,8154,18649310,"56,536,419"
769,2022-05-11,170.0,735592,7034.0,671,England,7265,18656575,"56,536,419"
770,2022-05-12,162.0,736272,6602.0,680,England,6376,18662951,"56,536,419"
771,2022-05-13,162.0,736814,6366.0,542,England,5794,18668745,"56,536,419"
772,2022-05-14,168.0,737367,6147.0,553,England,5139,18673884,"56,536,419"
773,2022-05-15,170.0,737933,6158.0,566,England,6730,18680614,"56,536,419"
774,2022-05-16,159.0,738522,6024.0,589,England,7883,18688497,"56,536,419"
775,2022-05-17,173.0,739098,5733.0,576,England,6833,18695330,"56,536,419"
776,2022-05-18,161.0,739724,5425.0,626,England,6392,18701722,"56,536,419"
777,2022-05-19,165.0,740297,5356.0,573,England,5785,18707507,"56,536,419"
778,2022-05-20,171.0,740747,5187.0,450,England,5049,18712556,"56,536,419"
779,2022-05-21,164.0,741134,5065.0,387,England,4243,18716799,"56,536,419"
780,2022-05-22,156.0,741597,5047.0,463,England,5151,18721950,"56,536,419"
781,2022-05-23,150.0,742102,5010.0,505,England,6248,18728198,"56,536,419"
782,2022-05-24,142.0,742563,4639.0,461,England,5593,18733791,"56,536,419"
783,2022-05-25,137.0,743038,4489.0,475,England,5189,18738980,"56,536,419"
784,2022-05-26,134.0,743459,4365.0,421,England,4819,18743799,"56,536,419"
785,2022-05-27,134.0,743901,4197.0,442,England,4494,18748293,"56,536,419"
786,2022-05-28,127.0,744283,4013.0,382,England,4153,18752446,"56,536,419"
787,2022-05-29,124.0,744711,4018.0,428,England,4687,18757133,"56,536,419"
788,2022-05-30,121.0,745176,4091.0,465,England,5928,18763061,"56,536,419"
789,2022-05-31,119.0,745678,4036.0,502,England,5734,18768795,"56,536,419"
790,2022-06-01,123.0,746158,3800.0,480,England,5711,18774506,"56,536,419"
791,2022-06-02,126.0,746570,3841.0,412,England,5081,18779587,"56,536,419"
792,2022-06-03,125.0,746974,3849.0,404,England,5581,18785168,"56,536,419"
793,2022-06-04,111.0,747417,3835.0,443,England,6278,18791446,"56,536,419"
794,2022-06-05,113.0,747948,3965.0,531,England,8350,18799796,"56,536,419"
795,2022-06-06,120.0,748554,4126.0,606,England,9798,18809594,"56,536,419"
796,2022-06-07,116.0,749131,4108.0,577,England,9484,18819078,"56,536,419"
797,2022-06-08,124.0,749795,4096.0,664,England,9952,18829030,"56,536,419"
798,2022-06-09,127.0,750422,4082.0,627,England,9589,18838619,"56,536,419"
799,2022-06-10,117.0,751011,4262.0,589,England,9153,18847772,"56,536,419"
800,2022-06-11,125.0,751594,4257.0,583,England,8468,18856240,"56,536,419"
801,2022-06-12,126.0,752253,4408.0,659,England,10718,18866958,"56,536,419"
802,2022-06-13,128.0,752975,4602.0,722,England,12954,18879912,"56,536,419"
803,2022-06-14,130.0,753738,4722.0,763,England,12660,18892572,"56,536,419"
804,2022-06-15,132.0,754580,4843.0,842,England,12387,18904959,"56,536,419"
805,2022-06-16,130.0,755402,5008.0,822,England,11915,18916874,"56,536,419"
806,2022-06-17,120.0,756231,5037.0,829,England,11640,18928514,"56,536,419"
807,2022-06-18,138.0,757028,5183.0,797,England,11634,18940148,"56,536,419"
808,2022-06-19,139.0,757970,5436.0,942,England,14524,18954672,"56,536,419"
809,2022-06-20,150.0,759025,5726.0,1055,England,16918,18971590,"56,536,419"
810,2022-06-21,149.0,760180,6002.0,1155,England,17531,18989121,"56,536,419"
811,2022-06-22,149.0,761313,6177.0,1133,England,17764,19006885,"56,536,419"
812,2022-06-23,154.0,762523,6401.0,1210,England,16698,19023583,"56,536,419"
813,2022-06-24,168.0,763595,6752.0,1072,England,15626,19039209,"56,536,419"
814,2022-06-25,177.0,764606,6973.0,1011,England,14478,19053687,"56,536,419"
815,2022-06-26,188.0,765882,7455.0,1276,England,18039,19071726,"56,536,419"
816,2022-06-27,192.0,767320,7822.0,1438,England,21896,19093622,"56,536,419"
817,2022-06-28,205.0,768774,8120.0,1454,England,21869,19115491,"56,536,419"
818,2022-06-29,200.0,770346,8587.0,1572,England,21720,19137211,"56,536,419"
819,2022-06-30,211.0,771942,8928.0,1596,England,21513,19158724,"56,536,419"
820,2022-07-01,219.0,773268,9389.0,1326,England,21067,19179791,"56,536,419"
821,2022-07-02,213.0,774642,9632.0,1374,England,19586,19199377,"56,536,419"
822,2022-07-03,218.0,776437,9956.0,1795,England,25172,19224549,"56,536,419"
823,2022-07-04,223.0,778348,10658.0,1911,England,30388,19254937,"56,536,419"
824,2022-07-05,229.0,780274,11049.0,1926,England,28118,19283055,"56,536,419"
825,2022-07-06,217.0,782219,11465.0,1945,England,26741,19309796,"56,536,419"
826,2022-07-07,232.0,784186,11878.0,1967,England,24049,19333845,"56,536,419"
827,2022-07-08,228.0,785882,12283.0,1696,England,22173,19356018,"56,536,419"
828,2022-07-09,229.0,787483,12440.0,1601,England,19354,19375372,"56,536,419"
829,2022-07-10,250.0,789372,12879.0,1889,England,23046,19398418,"56,536,419"
830,2022-07-11,264.0,791377,13336.0,2005,England,27198,19425616,"56,536,419"
831,2022-07-12,264.0,793322,13621.0,1945,England,24377,19449993,"56,536,419"
832,2022-07-13,274.0,795268,13741.0,1946,England,21639,19471632,"56,536,419"
833,2022-07-14,282.0,797107,13807.0,1839,England,19340,19490972,"56,536,419"
834,2022-07-15,287.0,798594,13975.0,1487,England,16626,19507598,"56,536,419"
835,2022-07-16,305.0,799967,13701.0,1373,England,13677,19521275,"56,536,419"
836,2022-07-17,292.0,801661,13840.0,1694,England,15702,19536977,"56,536,419"
837,2022-07-18,307.0,803415,14044.0,1754,England,16919,19553896,"56,536,419"
838,2022-07-19,318.0,805249,13837.0,1834,England,14866,19568762,"56,536,419"
839,2022-07-20,287.0,806964,13545.0,1715,England,14533,19583295,"56,536,419"
840,2022-07-21,283.0,808514,13375.0,1550,England,12791,19596086,"56,536,419"
841,2022-07-22,292.0,809745,13182.0,1231,England,11177,19607263,"56,536,419"
842,2022-07-23,279.0,810884,12475.0,1139,England,8909,19616172,"56,536,419"
843,2022-07-24,300.0,812191,12591.0,1307,England,10216,19626388,"56,536,419"
844,2022-07-25,303.0,813536,12529.0,1345,England,11929,19638317,"56,536,419"
845,2022-07-26,290.0,814854,12113.0,1318,England,10482,19648799,"56,536,419"
846,2022-07-27,273.0,816051,11914.0,1197,England,9435,19658234,"56,536,419"
847,2022-07-28,268.0,817216,11437.0,1165,England,8339,19666573,"56,536,419"
848,2022-07-29,253.0,818212,11149.0,996,England,7585,19674158,"56,536,419"
849,2022-07-30,241.0,819148,10529.0,936,England,6612,19680770,"56,536,419"
850,2022-07-31,232.0,820286,10431.0,1138,England,7672,19688442,"56,536,419"
851,2022-08-01,245.0,821406,10417.0,1120,England,8814,19697256,"56,536,419"
852,2022-08-02,240.0,822468,10177.0,1062,England,8165,19705421,"56,536,419"
853,2022-08-03,232.0,823527,9817.0,1059,England,7419,19712840,"56,536,419"
854,2022-08-04,231.0,824544,9498.0,1017,England,6524,19719364,"56,536,419"
855,2022-08-05,229.0,825454,9152.0,910,England,5859,19725223,"56,536,419"
856,2022-08-06,221.0,826229,8806.0,775,England,4852,19730075,"56,536,419"
857,2022-08-07,217.0,827128,8805.0,899,England,5897,19735972,"56,536,419"
858,2022-08-08,222.0,828103,8888.0,975,England,7226,19743198,"56,536,419"
859,2022-08-09,233.0,829076,8624.0,973,England,6462,19749660,"56,536,419"
860,2022-08-10,216.0,830085,8487.0,1009,England,6003,19755663,"56,536,419"
861,2022-08-11,206.0,830986,8327.0,901,England,5446,19761109,"56,536,419"
862,2022-08-12,196.0,831726,8072.0,740,England,4781,19765890,"56,536,419"
863,2022-08-13,192.0,832488,7993.0,762,England,3978,19769868,"56,536,419"
864,2022-08-14,191.0,833247,8158.0,759,England,4781,19774649,"56,536,419"
865,2022-08-15,198.0,834108,8088.0,861,England,5606,19780255,"56,536,419"
866,2022-08-16,195.0,834926,7832.0,818,England,4845,19785100,"56,536,419"
867,2022-08-17,207.0,835714,7486.0,788,England,4421,19789521,"56,536,419"
868,2022-08-18,184.0,836406,7421.0,692,England,3989,19793510,"56,536,419"
869,2022-08-19,182.0,837054,7045.0,648,England,3492,19797002,"56,536,419"
870,2022-08-20,166.0,837639,6760.0,585,England,3059,19800061,"56,536,419"
871,2022-08-21,164.0,838244,6687.0,605,England,3547,19803608,"56,536,419"
872,2022-08-22,162.0,838914,6803.0,670,England,4575,19808183,"56,536,419"
873,2022-08-23,135.0,839621,6436.0,707,England,4076,19812259,"56,536,419"
874,2022-08-24,150.0,840264,6302.0,643,England,3913,19816172,"56,536,419"
875,2022-08-25,141.0,840910,6249.0,646,England,3266,19819438,"56,536,419"
876,2022-08-26,135.0,841422,5845.0,512,England,2997,19822435,"56,536,419"
877,2022-08-27,135.0,841897,5765.0,475,England,2606,19825041,"56,536,419"
878,2022-08-28,138.0,842436,5717.0,539,England,2882,19827923,"56,536,419"
879,2022-08-29,144.0,843038,5768.0,602,England,3936,19831859,"56,536,419"
880,2022-08-30,141.0,843650,5743.0,612,England,4473,19836332,"56,536,419"
881,2022-08-31,144.0,844230,5658.0,580,England,3975,19840307,"56,536,419"
882,2022-09-01,152.0,844764,5554.0,534,England,3760,19844067,"56,536,419"
883,2022-09-02,143.0,845230,5334.0,466,England,3239,19847306,"56,536,419"
884,2022-09-03,135.0,845669,5183.0,439,England,2971,19850277,"56,536,419"
885,2022-09-04,120.0,846140,5209.0,471,England,3759,19854036,"56,536,419"
886,2022-09-05,127.0,846666,5221.0,526,England,4385,19858421,"56,536,419"
887,2022-09-06,135.0,847203,5060.0,537,England,3940,19862361,"56,536,419"
888,2022-09-07,117.0,847744,4864.0,541,England,3749,19866110,"56,536,419"
889,2022-09-08,127.0,848252,4881.0,508,England,3250,19869360,"56,536,419"
890,2022-09-09,122.0,848674,4797.0,422,England,3103,19872463,"56,536,419"
891,2022-09-10,129.0,849082,4650.0,408,England,2861,19875324,"56,536,419"
892,2022-09-11,132.0,849581,4692.0,499,England,3890,19879214,"56,536,419"
893,2022-09-12,124.0,850100,4666.0,519,England,4758,19883972,"56,536,419"
894,2022-09-13,148.0,850680,4630.0,580,England,4601,19888573,"56,536,419"
895,2022-09-14,140.0,851266,4540.0,586,England,4453,19893026,"56,536,419"
896,2022-09-15,132.0,851819,4571.0,553,England,4200,19897226,"56,536,419"
897,2022-09-16,122.0,852295,4543.0,476,England,3729,19900955,"56,536,419"
898,2022-09-17,117.0,852779,4467.0,484,England,3188,19904143,"56,536,419"
899,2022-09-18,127.0,853334,4556.0,555,England,3943,19908086,"56,536,419"
900,2022-09-19,123.0,854115,4696.0,781,England,5702,19913788,"56,536,419"
901,2022-09-20,136.0,854941,4886.0,826,England,7200,19920988,"56,536,419"
902,2022-09-21,145.0,855799,5142.0,858,England,6940,19927928,"56,536,419"
903,2022-09-22,152.0,856645,5366.0,846,England,6294,19934222,"56,536,419"
904,2022-09-23,153.0,857349,5604.0,704,England,6006,19940228,"56,536,419"
905,2022-09-24,150.0,858076,5773.0,727,England,5309,19945537,"56,536,419"
906,2022-09-25,160.0,859047,6045.0,971,England,6737,19952274,"56,536,419"
907,2022-09-26,157.0,860045,6439.0,998,England,8042,19960316,"56,536,419"
908,2022-09-27,161.0,861090,6758.0,1045,England,7647,19967963,"56,536,419"
909,2022-09-28,160.0,862224,7024.0,1134,England,7806,19975769,"56,536,419"
910,2022-09-29,160.0,863382,7281.0,1158,England,7352,19983121,"56,536,419"
911,2022-09-30,155.0,864252,7672.0,870,England,7099,19990220,"56,536,419"
912,2022-10-01,161.0,865343,8069.0,1091,England,6564,19996784,"56,536,419"
913,2022-10-02,172.0,866605,8374.0,1262,England,8623,20005407,"56,536,419"
914,2022-10-03,189.0,867949,8854.0,1344,England,10881,20016288,"56,536,419"
915,2022-10-04,192.0,869367,9287.0,1418,England,10246,20026534,"56,536,419"
916,2022-10-05,195.0,870626,9631.0,1259,England,9544,20036078,"56,536,419"
917,2022-10-06,192.0,871789,9922.0,1163,England,8819,20044897,"56,536,419"
918,2022-10-07,199.0,872735,10070.0,946,England,8333,20053230,"56,536,419"
919,2022-10-08,207.0,873620,10049.0,885,England,6581,20059811,"56,536,419"
920,2022-10-09,201.0,874872,10181.0,1252,England,8014,20067825,"56,536,419"
921,2022-10-10,209.0,876147,10397.0,1275,England,9835,20077660,"56,536,419"
922,2022-10-11,224.0,877354,10522.0,1207,England,8781,20086441,"56,536,419"
923,2022-10-12,221.0,878504,10608.0,1150,England,8124,20094565,"56,536,419"
924,2022-10-13,232.0,879751,10524.0,1247,England,7563,20102128,"56,536,419"
925,2022-10-14,224.0,880729,10420.0,978,England,7343,20109471,"56,536,419"
926,2022-10-15,221.0,881629,10502.0,900,England,6005,20115476,"56,536,419"
927,2022-10-16,217.0,882835,10584.0,1206,England,7257,20122733,"56,536,419"
928,2022-10-17,207.0,883956,10688.0,1121,England,9301,20132034,"56,536,419"
929,2022-10-18,200.0,885057,10594.0,1101,England,7667,20139701,"56,536,419"
930,2022-10-19,206.0,886121,10387.0,1064,England,7042,20146743,"56,536,419"
931,2022-10-20,193.0,887174,10129.0,1053,England,6075,20152818,"56,536,419"
932,2022-10-21,194.0,888005,9935.0,831,England,5759,20158577,"56,536,419"
933,2022-10-22,197.0,888790,9777.0,785,England,4527,20163104,"56,536,419"
934,2022-10-23,195.0,889674,9755.0,884,England,5011,20168115,"56,536,419"
935,2022-10-24,203.0,890544,9692.0,870,England,6147,20174262,"56,536,419"
936,2022-10-25,229.0,891407,9373.0,863,England,5181,20179443,"56,536,419"
937,2022-10-26,222.0,892264,9131.0,857,England,4924,20184367,"56,536,419"
938,2022-10-27,220.0,893037,8860.0,773,England,4372,20188739,"56,536,419"
939,2022-10-28,217.0,893595,8663.0,558,England,3916,20192655,"56,536,419"
940,2022-10-29,214.0,894113,8324.0,518,England,3227,20195882,"56,536,419"
941,2022-10-30,205.0,894753,8235.0,640,England,3827,20199709,"56,536,419"
942,2022-10-31,181.0,895383,8019.0,630,England,4633,20204342,"56,536,419"
943,2022-11-01,182.0,896072,7591.0,689,England,4091,20208433,"56,536,419"
944,2022-11-02,175.0,896643,7296.0,571,England,3599,20212032,"56,536,419"
945,2022-11-03,166.0,897211,6969.0,568,England,3261,20215293,"56,536,419"
946,2022-11-04,161.0,897621,6641.0,410,England,2760,20218053,"56,536,419"
947,2022-11-05,151.0,898017,6358.0,396,England,2374,20220427,"56,536,419"
948,2022-11-06,152.0,898517,6234.0,500,England,2917,20223344,"56,536,419"
949,2022-11-07,154.0,899115,6075.0,598,England,3879,20227223,"56,536,419"
950,2022-11-08,150.0,899665,5905.0,550,England,3380,20230603,"56,536,419"
951,2022-11-09,150.0,900200,5647.0,535,England,3185,20233788,"56,536,419"
952,2022-11-10,149.0,900750,5547.0,550,England,2806,20236594,"56,536,419"
953,2022-11-11,137.0,901185,5372.0,435,England,2562,20239156,"56,536,419"
954,2022-11-12,139.0,901555,5258.0,370,England,2172,20241328,"56,536,419"
955,2022-11-13,139.0,902000,5269.0,445,England,2647,20243975,"56,536,419"
956,2022-11-14,130.0,902522,5284.0,522,England,3494,20247469,"56,536,419"
957,2022-11-15,132.0,903016,5165.0,494,England,3160,20250629,"56,536,419"
958,2022-11-16,122.0,903558,5010.0,542,England,2933,20253562,"56,536,419"
959,2022-11-17,124.0,904074,4842.0,516,England,2703,20256265,"56,536,419"
960,2022-11-18,129.0,904511,4771.0,437,England,2501,20258766,"56,536,419"
961,2022-11-19,123.0,904906,4696.0,395,England,2207,20260973,"56,536,419"
962,2022-11-20,120.0,905340,4706.0,434,England,2613,20263586,"56,536,419"
963,2022-11-21,103.0,905843,4709.0,503,England,3549,20267135,"56,536,419"
964,2022-11-22,134.0,906390,4678.0,547,England,3451,20270586,"56,536,419"
965,2022-11-23,117.0,906926,4600.0,536,England,3240,20273826,"56,536,419"
966,2022-11-24,122.0,907448,4701.0,522,England,3007,20276833,"56,536,419"
967,2022-11-25,129.0,907891,4638.0,443,England,2638,20279471,"56,536,419"
968,2022-11-26,125.0,908329,4568.0,438,England,2304,20281775,"56,536,419"
969,2022-11-27,128.0,908886,4639.0,557,England,3152,20284927,"56,536,419"
970,2022-11-28,111.0,909525,4775.0,639,England,4237,20289164,"56,536,419"
971,2022-11-29,117.0,910186,4847.0,661,England,3972,20293136,"56,536,419"
972,2022-11-30,128.0,910776,4964.0,590,England,3608,20296744,"56,536,419"
973,2022-12-01,134.0,911359,4990.0,583,England,3214,20299958,"56,536,419"
974,2022-12-02,135.0,911827,5027.0,468,England,3275,20303233,"56,536,419"
975,2022-12-03,124.0,912325,5022.0,498,England,2481,20305714,"56,536,419"
976,2022-12-04,127.0,912914,5155.0,589,England,3409,20309123,"56,536,419"
977,2022-12-05,129.0,913638,5285.0,724,England,4850,20313973,"56,536,419"
978,2022-12-06,127.0,914417,5382.0,779,England,4761,20318734,"56,536,419"
979,2022-12-07,119.0,915165,5501.0,748,England,4640,20323374,"56,536,419"
980,2022-12-08,118.0,915862,5632.0,697,England,4092,20327466,"56,536,419"
981,2022-12-09,113.0,916469,5771.0,607,England,3824,20331290,"56,536,419"
982,2022-12-10,112.0,917051,5920.0,582,England,3286,20334576,"56,536,419"
983,2022-12-11,118.0,917923,6057.0,872,England,4223,20338799,"56,536,419"
984,2022-12-12,129.0,918888,6171.0,965,England,6356,20345155,"56,536,419"
985,2022-12-13,142.0,919914,6369.0,1026,England,6483,20351638,"56,536,419"
986,2022-12-14,150.0,920877,6720.0,963,England,5962,20357600,"56,536,419"
987,2022-12-15,155.0,921941,6924.0,1064,England,5549,20363149,"56,536,419"
988,2022-12-16,156.0,922775,7157.0,834,England,5525,20368674,"56,536,419"
989,2022-12-17,163.0,923574,7396.0,799,England,4273,20372947,"56,536,419"
990,2022-12-18,166.0,924750,7688.0,1176,England,5212,20378159,"56,536,419"
991,2022-12-19,175.0,926046,8006.0,1296,England,8240,20386399,"56,536,419"
992,2022-12-20,171.0,927422,8340.0,1376,England,7836,20394235,"56,536,419"
993,2022-12-21,174.0,928715,8643.0,1293,England,7042,20401277,"56,536,419"
994,2022-12-22,180.0,929951,8919.0,1236,England,6241,20407518,"56,536,419"
995,2022-12-23,178.0,930850,9047.0,899,England,5225,20412743,"56,536,419"
996,2022-12-24,177.0,931630,9044.0,780,England,3777,20416520,"56,536,419"
997,2022-12-25,162.0,932474,8979.0,844,England,3382,20419902,"56,536,419"
998,2022-12-26,178.0,933462,9178.0,988,England,4499,20424401,"56,536,419"
999,2022-12-27,187.0,934596,9250.0,1134,England,5977,20430378,"56,536,419"
1000,2022-12-28,209.0,935841,9459.0,1245,England,7609,20437987,"56,536,419"
1001,2022-12-29,213.0,937066,9535.0,1225,England,6953,20444940,"56,536,419"
1002,2022-12-30,223.0,938006,9530.0,940,England,5524,20450464,"56,536,419"
1003,2022-12-31,208.0,938729,9360.0,723,England,3891,20454355,"56,536,419"
1004,2023-01-01,220.0,939513,9417.0,784,England,3338,20457693,"56,536,419"
1005,2023-01-02,227.0,940429,9431.0,916,England,4636,20462329,"56,536,419"
1006,2023-01-03,218.0,941421,9291.0,992,England,5739,20468068,"56,536,419"
1007,2023-01-04,212.0,942343,9332.0,922,England,5009,20473077,"56,536,419"
1008,2023-01-05,202.0,943242,9072.0,899,England,4168,20477245,"56,536,419"
1009,2023-01-06,209.0,943947,8671.0,705,England,3412,20480657,"56,536,419"
1010,2023-01-07,202.0,944575,8547.0,628,England,2417,20483074,"56,536,419"
1011,2023-01-08,189.0,945351,8396.0,776,England,2501,20485575,"56,536,419"
1012,2023-01-09,195.0,946088,8368.0,737,England,3212,20488787,"56,536,419"
1013,2023-01-10,191.0,946749,8034.0,661,England,2803,20491590,"56,536,419"
1014,2023-01-11,182.0,947441,7743.0,692,England,2373,20493963,"56,536,419"
1015,2023-01-12,169.0,948105,7421.0,664,England,2204,20496167,"56,536,419"
1016,2023-01-13,166.0,948615,7164.0,510,England,1905,20498072,"56,536,419"
1017,2023-01-14,147.0,949032,6863.0,417,England,1327,20499399,"56,536,419"
1018,2023-01-15,137.0,949599,6780.0,567,England,1673,20501072,"56,536,419"
1019,2023-01-16,153.0,950198,6721.0,599,England,2307,20503379,"56,536,419"
1020,2023-01-17,148.0,950763,6593.0,565,England,1988,20505367,"56,536,419"
1021,2023-01-18,146.0,951358,6299.0,595,England,1901,20507268,"56,536,419"
1022,2023-01-19,142.0,951976,5996.0,618,England,1808,20509076,"56,536,419"
1023,2023-01-20,133.0,952423,5888.0,447,England,1699,20510775,"56,536,419"
1024,2023-01-21,138.0,952916,5706.0,493,England,1400,20512175,"56,536,419"
1025,2023-01-22,146.0,953506,5697.0,590,England,1747,20513922,"56,536,419"
1026,2023-01-23,142.0,954123,5817.0,617,England,2382,20516304,"56,536,419"
1027,2023-01-24,136.0,954818,5639.0,695,England,2550,20518854,"56,536,419"
1028,2023-01-25,126.0,955524,5632.0,706,England,2422,20521276,"56,536,419"
1029,2023-01-26,133.0,956178,5683.0,654,England,2338,20523614,"56,536,419"
1030,2023-01-27,131.0,956736,5708.0,558,England,2270,20525884,"56,536,419"
1031,2023-01-28,140.0,957298,5750.0,562,England,1802,20527686,"56,536,419"
1032,2023-01-29,145.0,958003,5834.0,705,England,2249,20529935,"56,536,419"
1033,2023-01-30,142.0,958744,5959.0,741,England,3270,20533205,"56,536,419"
1034,2023-01-31,136.0,959496,6015.0,752,England,3280,20536485,"56,536,419"
