,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions,areaName,dailyCases,cumulativeCases,population
343,2021-03-11,1101.0,387767,6687.0,449,England,4848,3796774,"56,536,419"
344,2021-03-12,1023.0,388153,6391.0,386,England,4767,3801541,"56,536,419"
345,2021-03-13,1000.0,388538,6072.0,385,England,3592,3805133,"56,536,419"
346,2021-03-14,963.0,388895,6039.0,357,England,3707,3808840,"56,536,419"
347,2021-03-15,930.0,389326,5976.0,431,England,5643,3814483,"56,536,419"
348,2021-03-16,882.0,389690,5664.0,364,England,4933,3819416,"56,536,419"
349,2021-03-17,846.0,390033,5397.0,343,England,5048,3824464,"56,536,419"
350,2021-03-18,797.0,390384,5083.0,351,England,4689,3829153,"56,536,419"
351,2021-03-19,749.0,390667,4841.0,283,England,4333,3833486,"56,536,419"
352,2021-03-20,710.0,390954,4589.0,287,England,3514,3837000,"56,536,419"
353,2021-03-21,692.0,391233,4492.0,279,England,4679,3841679,"56,536,419"
354,2021-03-22,676.0,391527,4501.0,294,England,5400,3847079,"56,536,419"
355,2021-03-23,647.0,391822,4245.0,295,England,4566,3851645,"56,536,419"
356,2021-03-24,613.0,392099,4005.0,277,England,5321,3856966,"56,536,419"
357,2021-03-25,566.0,392387,3763.0,288,England,4674,3861640,"56,536,419"
358,2021-03-26,559.0,392632,3712.0,245,England,3803,3865443,"56,536,419"
359,2021-03-27,537.0,392849,3676.0,217,England,3136,3868579,"56,536,419"
360,2021-03-28,532.0,393070,3438.0,221,England,4477,3873056,"56,536,419"
361,2021-03-29,532.0,393276,3466.0,206,England,3422,3876478,"56,536,419"
362,2021-03-30,518.0,393493,3283.0,217,England,3135,3879613,"56,536,419"
363,2021-03-31,501.0,393718,3084.0,225,England,3340,3882953,"56,536,419"
364,2021-04-01,470.0,393898,2928.0,180,England,3067,3886020,"56,536,419"
365,2021-04-02,436.0,394076,2784.0,178,England,2248,3888268,"56,536,419"
366,2021-04-03,433.0,394255,2677.0,179,England,2121,3890389,"56,536,419"
367,2021-04-04,422.0,394411,2672.0,156,England,2042,3892431,"56,536,419"
368,2021-04-05,416.0,394599,2680.0,188,England,2314,3894745,"56,536,419"
369,2021-04-06,406.0,394782,2588.0,183,England,2756,3897501,"56,536,419"
370,2021-04-07,393.0,394971,2486.0,189,England,2752,3900253,"56,536,419"
371,2021-04-08,377.0,395138,2382.0,167,England,2651,3902904,"56,536,419"
372,2021-04-09,362.0,395305,2321.0,167,England,2482,3905386,"56,536,419"
373,2021-04-10,342.0,395456,2190.0,151,England,2009,3907395,"56,536,419"
374,2021-04-11,343.0,395631,2096.0,175,England,2020,3909415,"56,536,419"
375,2021-04-12,337.0,395804,2108.0,173,England,2399,3911814,"56,536,419"
376,2021-04-13,333.0,395957,2057.0,153,England,2060,3913874,"56,536,419"
377,2021-04-14,315.0,396113,1972.0,156,England,2068,3915942,"56,536,419"
378,2021-04-15,294.0,396240,1885.0,127,England,1959,3917901,"56,536,419"
379,2021-04-16,298.0,396358,1844.0,118,England,1963,3919864,"56,536,419"
380,2021-04-17,292.0,396493,1735.0,135,England,1398,3921262,"56,536,419"
381,2021-04-18,283.0,396605,1691.0,112,England,2281,3923543,"56,536,419"
382,2021-04-19,291.0,396743,1732.0,138,England,2268,3925811,"56,536,419"
383,2021-04-20,273.0,396841,1649.0,98,England,2112,3927923,"56,536,419"
384,2021-04-21,249.0,396967,1609.0,126,England,2298,3930221,"56,536,419"
385,2021-04-22,237.0,397059,1523.0,92,England,2032,3932253,"56,536,419"
386,2021-04-23,221.0,397183,1478.0,124,England,1701,3933954,"56,536,419"
387,2021-04-24,220.0,397282,1401.0,99,England,1300,3935254,"56,536,419"
388,2021-04-25,211.0,397389,1377.0,107,England,1897,3937151,"56,536,419"
389,2021-04-26,208.0,397497,1393.0,108,England,2267,3939418,"56,536,419"
390,2021-04-27,196.0,397625,1310.0,128,England,1809,3941227,"56,536,419"
391,2021-04-28,188.0,397714,1278.0,89,England,2153,3943380,"56,536,419"
392,2021-04-29,178.0,397794,1235.0,80,England,1901,3945281,"56,536,419"
393,2021-04-30,170.0,397876,1161.0,82,England,1528,3946809,"56,536,419"
394,2021-05-01,167.0,397944,1071.0,68,England,1211,3948020,"56,536,419"
395,2021-05-02,172.0,398036,1082.0,92,England,1305,3949325,"56,536,419"
396,2021-05-03,168.0,398134,1096.0,98,England,1806,3951131,"56,536,419"
397,2021-05-04,162.0,398210,1093.0,76,England,2200,3953331,"56,536,419"
398,2021-05-05,161.0,398306,1032.0,96,England,2203,3955534,"56,536,419"
399,2021-05-06,144.0,398394,976.0,88,England,1967,3957501,"56,536,419"
400,2021-05-07,145.0,398471,973.0,77,England,1657,3959158,"56,536,419"
401,2021-05-08,135.0,398551,948.0,80,England,1301,3960459,"56,536,419"
402,2021-05-09,131.0,398627,933.0,76,England,1985,3962444,"56,536,419"
403,2021-05-10,135.0,398703,944.0,76,England,2325,3964769,"56,536,419"
404,2021-05-11,126.0,398782,921.0,79,England,1872,3966641,"56,536,419"
405,2021-05-12,123.0,398875,907.0,93,England,1869,3968510,"56,536,419"
406,2021-05-13,119.0,398949,845.0,74,England,1737,3970247,"56,536,419"
407,2021-05-14,115.0,399021,818.0,72,England,1540,3971787,"56,536,419"
408,2021-05-15,115.0,399091,810.0,70,England,1306,3973093,"56,536,419"
409,2021-05-16,116.0,399150,801.0,59,England,1587,3974680,"56,536,419"
410,2021-05-17,117.0,399224,798.0,74,England,2341,3977021,"56,536,419"
411,2021-05-18,114.0,399314,749.0,90,England,2241,3979262,"56,536,419"
412,2021-05-19,113.0,399407,757.0,93,England,2261,3981523,"56,536,419"
413,2021-05-20,115.0,399505,749.0,98,England,2000,3983523,"56,536,419"
414,2021-05-21,117.0,399590,766.0,85,England,1872,3985395,"56,536,419"
415,2021-05-22,113.0,399665,730.0,75,England,1606,3987001,"56,536,419"
416,2021-05-23,111.0,399742,756.0,77,England,1918,3988919,"56,536,419"
417,2021-05-24,113.0,399840,797.0,98,England,2750,3991669,"56,536,419"
418,2021-05-25,117.0,399928,765.0,88,England,2797,3994466,"56,536,419"
419,2021-05-26,115.0,400023,745.0,95,England,3179,3997645,"56,536,419"
420,2021-05-27,110.0,400106,742.0,83,England,3075,4000720,"56,536,419"
421,2021-05-28,116.0,400198,743.0,92,England,2929,4003649,"56,536,419"
422,2021-05-29,112.0,400267,748.0,69,England,2462,4006111,"56,536,419"
423,2021-05-30,115.0,400347,755.0,80,England,2598,4008709,"56,536,419"
424,2021-05-31,110.0,400445,773.0,98,England,3170,4011879,"56,536,419"
425,2021-06-01,123.0,400560,776.0,115,England,4515,4016394,"56,536,419"
426,2021-06-02,116.0,400661,801.0,101,England,5039,4021433,"56,536,419"
427,2021-06-03,124.0,400754,779.0,93,England,5131,4026564,"56,536,419"
428,2021-06-04,119.0,400850,805.0,96,England,4886,4031450,"56,536,419"
429,2021-06-05,124.0,400946,782.0,96,England,3964,4035414,"56,536,419"
430,2021-06-06,131.0,401067,807.0,121,England,4730,4040144,"56,536,419"
431,2021-06-07,133.0,401198,860.0,131,England,6791,4046935,"56,536,419"
432,2021-06-08,140.0,401345,879.0,147,England,6630,4053565,"56,536,419"
433,2021-06-09,141.0,401503,876.0,158,England,6919,4060484,"56,536,419"
434,2021-06-10,140.0,401665,906.0,162,England,6718,4067202,"56,536,419"
435,2021-06-11,146.0,401809,884.0,144,England,6510,4073712,"56,536,419"
436,2021-06-12,152.0,401946,915.0,137,England,5422,4079134,"56,536,419"
437,2021-06-13,171.0,402133,947.0,187,England,6075,4085209,"56,536,419"
438,2021-06-14,170.0,402318,993.0,185,England,8941,4094150,"56,536,419"
439,2021-06-15,187.0,402506,1030.0,188,England,9153,4103303,"56,536,419"
440,2021-06-16,192.0,402683,1057.0,177,England,9411,4112714,"56,536,419"
441,2021-06-17,197.0,402885,1122.0,202,England,9523,4122237,"56,536,419"
442,2021-06-18,210.0,403070,1170.0,185,England,8772,4131009,"56,536,419"
443,2021-06-19,203.0,403248,1143.0,178,England,7127,4138136,"56,536,419"
444,2021-06-20,196.0,403419,1168.0,171,England,8203,4146339,"56,536,419"
445,2021-06-21,212.0,403600,1290.0,181,England,12707,4159046,"56,536,419"
446,2021-06-22,229.0,403782,1301.0,182,England,13563,4172609,"56,536,419"
447,2021-06-23,227.0,403996,1255.0,214,England,14806,4187415,"56,536,419"
448,2021-06-24,240.0,404190,1274.0,194,England,15084,4202499,"56,536,419"
449,2021-06-25,238.0,404396,1284.0,206,England,14901,4217400,"56,536,419"
450,2021-06-26,236.0,404619,1276.0,223,England,13486,4230886,"56,536,419"
451,2021-06-27,244.0,404845,1331.0,226,England,15407,4246293,"56,536,419"
452,2021-06-28,272.0,405089,1465.0,244,England,23511,4269804,"56,536,419"
453,2021-06-29,259.0,405372,1445.0,283,England,23250,4293054,"56,536,419"
454,2021-06-30,264.0,405703,1500.0,331,England,23941,4316995,"56,536,419"
455,2021-07-01,279.0,405998,1560.0,295,England,24267,4341262,"56,536,419"
456,2021-07-02,297.0,406305,1611.0,307,England,22287,4363549,"56,536,419"
457,2021-07-03,296.0,406628,1636.0,323,England,20638,4384187,"56,536,419"
458,2021-07-04,305.0,407018,1744.0,390,England,21806,4405993,"56,536,419"
459,2021-07-05,330.0,407434,1888.0,416,England,30215,4436208,"56,536,419"
460,2021-07-06,353.0,407892,1998.0,458,England,31627,4467835,"56,536,419"
461,2021-07-07,377.0,408353,2144.0,461,England,34274,4502109,"56,536,419"
462,2021-07-08,376.0,408841,2209.0,488,England,29929,4532038,"56,536,419"
463,2021-07-09,393.0,409292,2352.0,451,England,29050,4561088,"56,536,419"
464,2021-07-10,398.0,409734,2429.0,442,England,25411,4586499,"56,536,419"
465,2021-07-11,408.0,410236,2564.0,502,England,27418,4613917,"56,536,419"
466,2021-07-12,433.0,410846,2798.0,610,England,40477,4654394,"56,536,419"
467,2021-07-13,470.0,411467,2970.0,621,England,43247,4697641,"56,536,419"
468,2021-07-14,489.0,412103,3110.0,636,England,50320,4747961,"56,536,419"
469,2021-07-15,493.0,412761,3241.0,658,England,57583,4805544,"56,536,419"
470,2021-07-16,512.0,413354,3367.0,593,England,51138,4856682,"56,536,419"
471,2021-07-17,514.0,413976,3442.0,622,England,35281,4891963,"56,536,419"
472,2021-07-18,512.0,414674,3546.0,698,England,33164,4925127,"56,536,419"
473,2021-07-19,543.0,415426,3813.0,752,England,43401,4968528,"56,536,419"
474,2021-07-20,544.0,416231,3894.0,805,England,35947,5004475,"56,536,419"
475,2021-07-21,567.0,417014,4063.0,783,England,31676,5036151,"56,536,419"
476,2021-07-22,612.0,417841,4230.0,827,England,27711,5063862,"56,536,419"
477,2021-07-23,625.0,418566,4401.0,725,England,24586,5088448,"56,536,419"
478,2021-07-24,659.0,419300,4476.0,734,England,20276,5108724,"56,536,419"
479,2021-07-25,675.0,420136,4725.0,836,England,19657,5128381,"56,536,419"
480,2021-07-26,712.0,420966,5055.0,830,England,26541,5154922,"56,536,419"
481,2021-07-27,738.0,421782,5163.0,816,England,26027,5180949,"56,536,419"
482,2021-07-28,748.0,422510,5182.0,728,England,26925,5207874,"56,536,419"
483,2021-07-29,765.0,423268,5056.0,758,England,25361,5233235,"56,536,419"
484,2021-07-30,785.0,423918,5111.0,650,England,22109,5255344,"56,536,419"
485,2021-07-31,789.0,424511,5057.0,593,England,18450,5273794,"56,536,419"
486,2021-08-01,769.0,425156,5090.0,645,England,18714,5292508,"56,536,419"
487,2021-08-02,791.0,425842,5309.0,686,England,26580,5319088,"56,536,419"
488,2021-08-03,780.0,426522,5116.0,680,England,27062,5346150,"56,536,419"
489,2021-08-04,772.0,427269,4944.0,747,England,28895,5375045,"56,536,419"
490,2021-08-05,770.0,427962,4894.0,693,England,28126,5403171,"56,536,419"
491,2021-08-06,765.0,428619,4879.0,657,England,24851,5428022,"56,536,419"
492,2021-08-07,760.0,429249,4817.0,630,England,19957,5447979,"56,536,419"
493,2021-08-08,765.0,429900,4939.0,651,England,20157,5468136,"56,536,419"
494,2021-08-09,762.0,430565,5098.0,665,England,28292,5496428,"56,536,419"
495,2021-08-10,782.0,431325,5096.0,760,England,27610,5524038,"56,536,419"
496,2021-08-11,777.0,432072,5073.0,747,England,29135,5553173,"56,536,419"
497,2021-08-12,783.0,432830,5029.0,758,England,27690,5580863,"56,536,419"
498,2021-08-13,793.0,433524,5076.0,694,England,24992,5605855,"56,536,419"
499,2021-08-14,797.0,434213,4973.0,689,England,21336,5627191,"56,536,419"
500,2021-08-15,800.0,434932,5115.0,719,England,21280,5648471,"56,536,419"
501,2021-08-16,816.0,435708,5429.0,776,England,30861,5679332,"56,536,419"
502,2021-08-17,825.0,436540,5437.0,832,England,31095,5710427,"56,536,419"
503,2021-08-18,812.0,437335,5514.0,795,England,31426,5741853,"56,536,419"
504,2021-08-19,835.0,438159,5554.0,824,England,29081,5770934,"56,536,419"
505,2021-08-20,857.0,438892,5576.0,733,England,25555,5796489,"56,536,419"
506,2021-08-21,858.0,439649,5575.0,757,England,22605,5819094,"56,536,419"
507,2021-08-22,863.0,440375,5749.0,726,England,22409,5841503,"56,536,419"
508,2021-08-23,845.0,441206,6000.0,831,England,30333,5871836,"56,536,419"
509,2021-08-24,857.0,442024,5911.0,818,England,28212,5900048,"56,536,419"
510,2021-08-25,871.0,442867,5922.0,843,England,27901,5927949,"56,536,419"
511,2021-08-26,872.0,443644,5893.0,777,England,26482,5954431,"56,536,419"
512,2021-08-27,874.0,444393,5889.0,749,England,24253,5978684,"56,536,419"
513,2021-08-28,835.0,445081,5756.0,688,England,20138,5998822,"56,536,419"
514,2021-08-29,850.0,445782,5855.0,701,England,19152,6017974,"56,536,419"
515,2021-08-30,859.0,446590,6002.0,808,England,24973,6042947,"56,536,419"
516,2021-08-31,879.0,447388,6293.0,798,England,33565,6076512,"56,536,419"
517,2021-09-01,890.0,448223,6236.0,835,England,31600,6108112,"56,536,419"
518,2021-09-02,897.0,449011,6186.0,788,England,30636,6138748,"56,536,419"
519,2021-09-03,889.0,449699,6195.0,688,England,28730,6167478,"56,536,419"
520,2021-09-04,880.0,450451,6043.0,752,England,23409,6190887,"56,536,419"
521,2021-09-05,878.0,451142,6167.0,691,England,23457,6214344,"56,536,419"
522,2021-09-06,909.0,451973,6375.0,831,England,33135,6247479,"56,536,419"
523,2021-09-07,885.0,452774,6244.0,801,England,27938,6275417,"56,536,419"
524,2021-09-08,896.0,453674,6302.0,900,England,25659,6301076,"56,536,419"
525,2021-09-09,887.0,454464,6254.0,790,England,24440,6325516,"56,536,419"
526,2021-09-10,898.0,455144,6400.0,680,England,21031,6346547,"56,536,419"
527,2021-09-11,865.0,455793,6206.0,649,England,16956,6363503,"56,536,419"
528,2021-09-12,884.0,456451,6253.0,658,England,17879,6381382,"56,536,419"
529,2021-09-13,886.0,457139,6424.0,688,England,25199,6406581,"56,536,419"
530,2021-09-14,888.0,457840,6344.0,701,England,22641,6429222,"56,536,419"
531,2021-09-15,910.0,458531,6306.0,691,England,22414,6451636,"56,536,419"
532,2021-09-16,849.0,459203,6081.0,672,England,22320,6473956,"56,536,419"
533,2021-09-17,844.0,459743,5910.0,540,England,22375,6496331,"56,536,419"
534,2021-09-18,829.0,460303,5688.0,560,England,20926,6517257,"56,536,419"
535,2021-09-19,824.0,460875,5695.0,572,England,24789,6542046,"56,536,419"
536,2021-09-20,811.0,461481,5727.0,606,England,32121,6574167,"56,536,419"
537,2021-09-21,774.0,462083,5543.0,602,England,30547,6604714,"56,536,419"
538,2021-09-22,783.0,462655,5406.0,572,England,28788,6633502,"56,536,419"
539,2021-09-23,757.0,463232,5214.0,577,England,28340,6661842,"56,536,419"
540,2021-09-24,730.0,463789,5036.0,557,England,25754,6687596,"56,536,419"
541,2021-09-25,723.0,464309,5100.0,520,England,23389,6710985,"56,536,419"
542,2021-09-26,689.0,464844,4949.0,535,England,26814,6737799,"56,536,419"
543,2021-09-27,685.0,465461,5121.0,617,England,34595,6772394,"56,536,419"
544,2021-09-28,681.0,466057,5126.0,596,England,29628,6802022,"56,536,419"
545,2021-09-29,671.0,466682,5017.0,625,England,28689,6830711,"56,536,419"
546,2021-09-30,672.0,467234,4916.0,552,England,26808,6857519,"56,536,419"
547,2021-10-01,671.0,467754,4799.0,520,England,24134,6881653,"56,536,419"
548,2021-10-02,630.0,468303,4652.0,549,England,21873,6903526,"56,536,419"
549,2021-10-03,639.0,468880,4778.0,577,England,27138,6930664,"56,536,419"
550,2021-10-04,632.0,469507,4909.0,627,England,36475,6967139,"56,536,419"
551,2021-10-05,661.0,470165,5006.0,658,England,32269,6999408,"56,536,419"
552,2021-10-06,663.0,470797,5009.0,632,England,32547,7031955,"56,536,419"
553,2021-10-07,665.0,471431,4962.0,634,England,32158,7064113,"56,536,419"
554,2021-10-08,647.0,472050,4975.0,619,England,29848,7093961,"56,536,419"
555,2021-10-09,639.0,472663,4921.0,613,England,27180,7121141,"56,536,419"
556,2021-10-10,622.0,473269,5077.0,606,England,31499,7152640,"56,536,419"
557,2021-10-11,621.0,473954,5206.0,685,England,43115,7195755,"56,536,419"
558,2021-10-12,657.0,474714,5213.0,760,England,40892,7236647,"56,536,419"
559,2021-10-13,657.0,475466,5246.0,752,England,40547,7277194,"56,536,419"
560,2021-10-14,655.0,476196,5289.0,730,England,39262,7316456,"56,536,419"
561,2021-10-15,673.0,476948,5363.0,752,England,36631,7353087,"56,536,419"
562,2021-10-16,681.0,477691,5385.0,743,England,31639,7384726,"56,536,419"
563,2021-10-17,695.0,478519,5623.0,828,England,37501,7422227,"56,536,419"
564,2021-10-18,703.0,479415,5938.0,896,England,49257,7471484,"56,536,419"
565,2021-10-19,733.0,480309,6099.0,894,England,44630,7516114,"56,536,419"
566,2021-10-20,746.0,481212,6299.0,903,England,43963,7560077,"56,536,419"
567,2021-10-21,750.0,482011,6366.0,799,England,38581,7598658,"56,536,419"
568,2021-10-22,746.0,482771,6405.0,760,England,34506,7633164,"56,536,419"
569,2021-10-23,728.0,483527,6386.0,756,England,29747,7662911,"56,536,419"
570,2021-10-24,745.0,484356,6515.0,829,England,30091,7693002,"56,536,419"
571,2021-10-25,776.0,485221,6801.0,865,England,39958,7732960,"56,536,419"
572,2021-10-26,803.0,486132,6883.0,911,England,35276,7768236,"56,536,419"
573,2021-10-27,799.0,487087,6951.0,955,England,36524,7804760,"56,536,419"
574,2021-10-28,794.0,487975,7019.0,888,England,35076,7839836,"56,536,419"
575,2021-10-29,809.0,488815,7113.0,840,England,33995,7873831,"56,536,419"
576,2021-10-30,812.0,489556,7155.0,741,England,28243,7902074,"56,536,419"
577,2021-10-31,815.0,490416,7311.0,860,England,29564,7931638,"56,536,419"
578,2021-11-01,859.0,491315,7535.0,899,England,37663,7969301,"56,536,419"
579,2021-11-02,859.0,492206,7510.0,891,England,31328,8000629,"56,536,419"
580,2021-11-03,854.0,493013,7291.0,807,England,29396,8030025,"56,536,419"
581,2021-11-04,867.0,493730,7201.0,717,England,27379,8057404,"56,536,419"
582,2021-11-05,860.0,494416,7072.0,686,England,24405,8081809,"56,536,419"
583,2021-11-06,856.0,495104,6874.0,688,England,22581,8104390,"56,536,419"
584,2021-11-07,846.0,495843,6910.0,739,England,25447,8129837,"56,536,419"
585,2021-11-08,869.0,496693,7075.0,850,England,36138,8165975,"56,536,419"
586,2021-11-09,865.0,497501,7053.0,808,England,34679,8200654,"56,536,419"
587,2021-11-10,846.0,498322,6961.0,821,England,35390,8236044,"56,536,419"
588,2021-11-11,842.0,499119,6861.0,797,England,33700,8269744,"56,536,419"
589,2021-11-12,838.0,499848,6777.0,729,England,31337,8301081,"56,536,419"
590,2021-11-13,830.0,500503,6639.0,655,England,27358,8328439,"56,536,419"
591,2021-11-14,841.0,501181,6707.0,678,England,29599,8358038,"56,536,419"
592,2021-11-15,821.0,501876,6864.0,695,England,42477,8400515,"56,536,419"
593,2021-11-16,796.0,502589,6623.0,713,England,38656,8439171,"56,536,419"
594,2021-11-17,792.0,503316,6412.0,727,England,38257,8477428,"56,536,419"
595,2021-11-18,779.0,504013,6336.0,697,England,37099,8514527,"56,536,419"
596,2021-11-19,769.0,504650,6310.0,637,England,33184,8547711,"56,536,419"
597,2021-11-20,764.0,505261,6191.0,611,England,29868,8577579,"56,536,419"
598,2021-11-21,776.0,505909,6322.0,648,England,31761,8609340,"56,536,419"
599,2021-11-22,785.0,506511,6424.0,602,England,42869,8652209,"56,536,419"
600,2021-11-23,780.0,507170,6257.0,659,England,41015,8693224,"56,536,419"
601,2021-11-24,783.0,507922,6062.0,752,England,39881,8733105,"56,536,419"
602,2021-11-25,790.0,508572,6068.0,650,England,37143,8770248,"56,536,419"
603,2021-11-26,796.0,509192,5992.0,620,England,33666,8803914,"56,536,419"
604,2021-11-27,787.0,509801,5852.0,609,England,28459,8832373,"56,536,419"
605,2021-11-28,793.0,510408,5890.0,607,England,33857,8866230,"56,536,419"
606,2021-11-29,793.0,511077,6094.0,669,England,47939,8914169,"56,536,419"
607,2021-11-30,806.0,511776,6123.0,699,England,47632,8961801,"56,536,419"
608,2021-12-01,773.0,512474,5829.0,698,England,47263,9009064,"56,536,419"
609,2021-12-02,774.0,513193,5915.0,719,England,43045,9052109,"56,536,419"
610,2021-12-03,783.0,513817,5851.0,624,England,39222,9091331,"56,536,419"
611,2021-12-04,775.0,514452,5784.0,635,England,33380,9124711,"56,536,419"
612,2021-12-05,770.0,515180,5903.0,728,England,35037,9159748,"56,536,419"
613,2021-12-06,793.0,515916,5992.0,736,England,51123,9210871,"56,536,419"
614,2021-12-07,779.0,516715,6027.0,799,England,48146,9259017,"56,536,419"
615,2021-12-08,778.0,517469,6053.0,754,England,50059,9309076,"56,536,419"
616,2021-12-09,792.0,518268,6130.0,799,England,48817,9357893,"56,536,419"
617,2021-12-10,793.0,518975,6088.0,707,England,45018,9402911,"56,536,419"
618,2021-12-11,785.0,519671,6095.0,696,England,41940,9444851,"56,536,419"
619,2021-12-12,788.0,520443,6223.0,772,England,46367,9491218,"56,536,419"
620,2021-12-13,795.0,521237,6395.0,794,England,76507,9567725,"56,536,419"
621,2021-12-14,795.0,522052,6434.0,815,England,90717,9658442,"56,536,419"
622,2021-12-15,786.0,522857,6358.0,805,England,99655,9758097,"56,536,419"
623,2021-12-16,783.0,523634,6405.0,777,England,93804,9851901,"56,536,419"
624,2021-12-17,789.0,524377,6321.0,743,England,84967,9936868,"56,536,419"
625,2021-12-18,767.0,525112,6287.0,735,England,78930,10015798,"56,536,419"
626,2021-12-19,767.0,526038,6434.0,926,England,78497,10094295,"56,536,419"
627,2021-12-20,768.0,527099,6688.0,1061,England,117577,10211872,"56,536,419"
628,2021-12-21,757.0,528197,6902.0,1098,England,129599,10341471,"56,536,419"
629,2021-12-22,745.0,529443,7080.0,1246,England,138142,10479613,"56,536,419"
630,2021-12-23,747.0,530695,7114.0,1252,England,137021,10616634,"56,536,419"
631,2021-12-24,742.0,531715,7366.0,1020,England,117562,10734196,"56,536,419"
632,2021-12-25,745.0,532996,7166.0,1281,England,59912,10794108,"56,536,419"
633,2021-12-26,758.0,534370,7536.0,1374,England,98918,10893026,"56,536,419"
634,2021-12-27,776.0,536121,8474.0,1751,England,155567,11048593,"56,536,419"
635,2021-12-28,758.0,538203,9546.0,2082,England,170586,11219179,"56,536,419"
636,2021-12-29,771.0,540573,10462.0,2370,England,224031,11443210,"56,536,419"
637,2021-12-30,782.0,542687,11452.0,2114,England,192825,11636035,"56,536,419"
638,2021-12-31,789.0,544468,12395.0,1781,England,152887,11788922,"56,536,419"
639,2022-01-01,765.0,546287,12615.0,1819,England,99303,11888225,"56,536,419"
640,2022-01-02,769.0,548168,13151.0,1881,England,148609,12036834,"56,536,419"
641,2022-01-03,777.0,550387,14210.0,2219,England,193617,12230451,"56,536,419"
642,2022-01-04,797.0,552488,15044.0,2101,England,234873,12465324,"56,536,419"
643,2022-01-05,769.0,554627,15659.0,2139,England,183798,12649122,"56,536,419"
644,2022-01-06,762.0,556670,16058.0,2043,England,150786,12799908,"56,536,419"
645,2022-01-07,728.0,558442,16163.0,1772,England,105080,12904988,"56,536,419"
646,2022-01-08,708.0,560304,16034.0,1862,England,81221,12986209,"56,536,419"
647,2022-01-09,704.0,562279,16399.0,1975,England,83081,13069290,"56,536,419"
648,2022-01-10,707.0,564459,17120.0,2180,England,116343,13185633,"56,536,419"
649,2022-01-11,686.0,566586,16939.0,2127,England,100979,13286612,"56,536,419"
650,2022-01-12,672.0,568541,16881.0,1955,England,90000,13376612,"56,536,419"
651,2022-01-13,666.0,570457,16716.0,1916,England,84132,13460744,"56,536,419"
652,2022-01-14,637.0,572149,16537.0,1692,England,75174,13535918,"56,536,419"
653,2022-01-15,608.0,573753,16281.0,1604,England,67821,13603739,"56,536,419"
654,2022-01-16,619.0,575521,16372.0,1768,England,85599,13689338,"56,536,419"
655,2022-01-17,623.0,577329,16621.0,1808,England,114776,13804114,"56,536,419"
656,2022-01-18,614.0,579123,16218.0,1794,England,103308,13907422,"56,536,419"
657,2022-01-19,586.0,580901,15742.0,1778,England,97335,14004757,"56,536,419"
658,2022-01-20,573.0,582599,15302.0,1698,England,86951,14091708,"56,536,419"
659,2022-01-21,552.0,584052,14865.0,1453,England,79172,14170880,"56,536,419"
660,2022-01-22,545.0,585329,14320.0,1277,England,70483,14241363,"56,536,419"
661,2022-01-23,524.0,586864,14334.0,1535,England,88558,14329921,"56,536,419"
662,2022-01-24,521.0,588457,14563.0,1593,England,109233,14439154,"56,536,419"
663,2022-01-25,501.0,590138,14088.0,1681,England,96955,14536109,"56,536,419"
664,2022-01-26,493.0,591827,13948.0,1689,England,93211,14629320,"56,536,419"
665,2022-01-27,481.0,593330,13651.0,1503,England,82726,14712046,"56,536,419"
666,2022-01-28,467.0,594672,13462.0,1342,England,71682,14783728,"56,536,419"
667,2022-01-29,458.0,595997,12672.0,1325,England,63024,14846752,"56,536,419"
668,2022-01-30,457.0,597282,12992.0,1285,England,74980,14921732,"56,536,419"
669,2022-01-31,449.0,598733,13331.0,1451,England,88502,15010234,"56,536,419"
670,2022-02-01,449.0,600270,12896.0,1537,England,78511,15088745,"56,536,419"
671,2022-02-02,432.0,601721,12577.0,1451,England,73908,15162653,"56,536,419"
672,2022-02-03,429.0,603013,12423.0,1292,England,64032,15226685,"56,536,419"
673,2022-02-04,425.0,604199,12032.0,1186,England,52556,15279241,"56,536,419"
674,2022-02-05,409.0,605276,11604.0,1077,England,43233,15322474,"56,536,419"
675,2022-02-06,391.0,606487,11529.0,1211,England,50148,15372622,"56,536,419"
676,2022-02-07,395.0,607721,11710.0,1234,England,62672,15435294,"56,536,419"
677,2022-02-08,385.0,608987,11471.0,1266,England,55437,15490731,"56,536,419"
678,2022-02-09,384.0,610207,11071.0,1220,England,51013,15541744,"56,536,419"
679,2022-02-10,384.0,611374,10734.0,1167,England,41331,15583075,"56,536,419"
680,2022-02-11,372.0,612370,10367.0,996,England,34944,15618019,"56,536,419"
681,2022-02-12,360.0,613359,10010.0,989,England,29142,15647161,"56,536,419"
682,2022-02-13,348.0,614388,10049.0,1029,England,32326,15679487,"56,536,419"
683,2022-02-14,355.0,615520,10273.0,1132,England,42490,15721977,"56,536,419"
684,2022-02-15,323.0,616664,10019.0,1144,England,40145,15762122,"56,536,419"
685,2022-02-16,326.0,617784,9804.0,1120,England,39445,15801567,"56,536,419"
686,2022-02-17,303.0,618755,9600.0,971,England,34168,15835735,"56,536,419"
687,2022-02-18,303.0,619655,9258.0,900,England,24923,15860658,"56,536,419"
688,2022-02-19,296.0,620489,9187.0,834,England,26429,15887087,"56,536,419"
689,2022-02-20,304.0,621460,9058.0,971,England,28411,15915498,"56,536,419"
690,2022-02-21,292.0,622490,9229.0,1030,England,33034,15948532,"56,536,419"
