date,newHospCase,MV_beds,total_admission,total_beds
27-Jul-22,"1,139",273,1197,"11,914"
28-Jul-22,"1,076",268,1165,"11,437"
29-Jul-22,936,253,996,"11,149"
30-Jul-22,885,241,936,"10,529"
31-Jul-22,"1,100",232,1138,"10,431"
01-Aug-22,"1,051",245,1120,"10,417"
02-Aug-22,"1,007",240,1062,"10,177"
03-Aug-22,996,232,1059,"9,817"
04-Aug-22,956,231,1017,"9,498"
05-Aug-22,843,229,910,"9,152"
06-Aug-22,737,221,775,"8,806"
07-Aug-22,864,217,899,"8,805"
08-Aug-22,928,222,975,"8,888"
09-Aug-22,930,233,973,"8,624"
10-Aug-22,969,216,1009,"8,487"
11-Aug-22,860,206,901,"8,327"
12-Aug-22,694,196,740,"8,072"
13-Aug-22,720,192,762,"7,993"
14-Aug-22,728,191,759,"8,158"
15-Aug-22,806,198,861,"8,088"
16-Aug-22,760,195,818,"7,832"
17-Aug-22,745,207,788,"7,486"
18-Aug-22,642,184,692,"7,421"
19-Aug-22,590,182,648,"7,045"
20-Aug-22,552,166,585,"6,760"
21-Aug-22,578,164,605,"6,687"
22-Aug-22,638,162,670,"6,803"
23-Aug-22,664,135,707,"6,436"
24-Aug-22,611,150,643,"6,302"
25-Aug-22,601,141,646,"6,249"
26-Aug-22,461,135,512,"5,845"
27-Aug-22,448,135,475,"5,765"
28-Aug-22,510,138,539,"5,717"
29-Aug-22,580,144,602,"5,768"
