areaName,date,areaCode,dailyCases,cumulativeCases
South West,2023-05-08,E12000009,143,1995473
South West,2023-05-07,E12000009,119,1995330
South West,2023-05-06,E12000009,85,1995211
South West,2023-05-05,E12000009,130,1995126
South West,2023-05-04,E12000009,171,1994996
South West,2023-05-03,E12000009,159,1994825
South West,2023-05-02,E12000009,202,1994666
South West,2023-05-01,E12000009,195,1994464
South West,2023-04-30,E12000009,137,1994269
South West,2023-04-29,E12000009,139,1994132
South West,2023-04-28,E12000009,183,1993993
South West,2023-04-27,E12000009,157,1993810
South West,2023-04-26,E12000009,183,1993653
South West,2023-04-25,E12000009,200,1993470
South West,2023-04-24,E12000009,203,1993270
South West,2023-04-23,E12000009,153,1993067
South West,2023-04-22,E12000009,131,1992914
South West,2023-04-21,E12000009,141,1992783
South West,2023-04-20,E12000009,140,1992642
South West,2023-04-19,E12000009,180,1992502
South West,2023-04-18,E12000009,197,1992322
South West,2023-04-17,E12000009,197,1992125
South West,2023-04-16,E12000009,181,1991928
South West,2023-04-15,E12000009,142,1991747
South West,2023-04-14,E12000009,160,1991605
South West,2023-04-13,E12000009,193,1991445
South West,2023-04-12,E12000009,216,1991252
South West,2023-04-11,E12000009,266,1991036
South West,2023-04-10,E12000009,230,1990770
South West,2023-04-09,E12000009,162,1990540
South West,2023-04-08,E12000009,167,1990378
South West,2023-04-07,E12000009,186,1990211
South West,2023-04-06,E12000009,192,1990025
South West,2023-04-05,E12000009,255,1989833
South West,2023-04-04,E12000009,215,1989578
South West,2023-04-03,E12000009,266,1989363
South West,2023-04-02,E12000009,224,1989097
South West,2023-04-01,E12000009,196,1988873
South West,2023-03-31,E12000009,254,1988677
South West,2023-03-30,E12000009,334,1988423
South West,2023-03-29,E12000009,345,1988089
South West,2023-03-28,E12000009,380,1987744
South West,2023-03-27,E12000009,440,1987364
South West,2023-03-26,E12000009,329,1986924
South West,2023-03-25,E12000009,269,1986595
South West,2023-03-24,E12000009,408,1986326
South West,2023-03-23,E12000009,407,1985918
South West,2023-03-22,E12000009,484,1985511
South West,2023-03-21,E12000009,434,1985027
South West,2023-03-20,E12000009,548,1984593
South West,2023-03-19,E12000009,427,1984045
South West,2023-03-18,E12000009,389,1983618
South West,2023-03-17,E12000009,381,1983229
South West,2023-03-16,E12000009,478,1982848
South West,2023-03-15,E12000009,468,1982370
South West,2023-03-14,E12000009,556,1981902
South West,2023-03-13,E12000009,579,1981346
South West,2023-03-12,E12000009,427,1980767
South West,2023-03-11,E12000009,304,1980340
South West,2023-03-10,E12000009,380,1980036
South West,2023-03-09,E12000009,465,1979656
South West,2023-03-08,E12000009,440,1979191
South West,2023-03-07,E12000009,456,1978751
South West,2023-03-06,E12000009,516,1978295
South West,2023-03-05,E12000009,323,1977779
South West,2023-03-04,E12000009,275,1977456
South West,2023-03-03,E12000009,359,1977181
South West,2023-03-02,E12000009,375,1976822
South West,2023-03-01,E12000009,385,1976447
South West,2023-02-28,E12000009,371,1976062
South West,2023-02-27,E12000009,455,1975691
South West,2023-02-26,E12000009,293,1975236
South West,2023-02-25,E12000009,305,1974943
South West,2023-02-24,E12000009,304,1974638
South West,2023-02-23,E12000009,365,1974334
South West,2023-02-22,E12000009,421,1973969
South West,2023-02-21,E12000009,384,1973548
South West,2023-02-20,E12000009,419,1973164
South West,2023-02-19,E12000009,315,1972745
South West,2023-02-18,E12000009,278,1972430
South West,2023-02-17,E12000009,387,1972152
South West,2023-02-16,E12000009,425,1971765
South West,2023-02-15,E12000009,422,1971340
South West,2023-02-14,E12000009,454,1970918
South West,2023-02-13,E12000009,482,1970464
South West,2023-02-12,E12000009,364,1969982
South West,2023-02-11,E12000009,270,1969618
South West,2023-02-10,E12000009,325,1969348
South West,2023-02-09,E12000009,339,1969023
South West,2023-02-08,E12000009,377,1968684
South West,2023-02-07,E12000009,384,1968307
South West,2023-02-06,E12000009,418,1967923
South West,2023-02-05,E12000009,308,1967505
South West,2023-02-04,E12000009,298,1967197
South West,2023-02-03,E12000009,335,1966899
South West,2023-02-02,E12000009,323,1966564
South West,2023-02-01,E12000009,384,1966241
South West,2023-01-31,E12000009,395,1965857
South West,2023-01-30,E12000009,380,1965462
South West,2023-01-29,E12000009,249,1965082
South West,2023-01-28,E12000009,257,1964833
South West,2023-01-27,E12000009,289,1964576
South West,2023-01-26,E12000009,262,1964287
South West,2023-01-25,E12000009,241,1964025
South West,2023-01-24,E12000009,266,1963784
South West,2023-01-23,E12000009,257,1963518
South West,2023-01-22,E12000009,208,1963261
South West,2023-01-21,E12000009,166,1963053
South West,2023-01-20,E12000009,200,1962887
South West,2023-01-19,E12000009,199,1962687
South West,2023-01-18,E12000009,168,1962488
South West,2023-01-17,E12000009,220,1962320
South West,2023-01-16,E12000009,268,1962100
South West,2023-01-15,E12000009,164,1961832
South West,2023-01-14,E12000009,144,1961668
South West,2023-01-13,E12000009,206,1961524
South West,2023-01-12,E12000009,218,1961318
South West,2023-01-11,E12000009,279,1961100
South West,2023-01-10,E12000009,302,1960821
South West,2023-01-09,E12000009,400,1960519
South West,2023-01-08,E12000009,266,1960119
South West,2023-01-07,E12000009,264,1959853
South West,2023-01-06,E12000009,405,1959589
South West,2023-01-05,E12000009,526,1959184
South West,2023-01-04,E12000009,638,1958658
South West,2023-01-03,E12000009,715,1958020
South West,2023-01-02,E12000009,648,1957305
South West,2023-01-01,E12000009,448,1956657
South West,2022-12-31,E12000009,518,1956209
South West,2022-12-30,E12000009,762,1955691
South West,2022-12-29,E12000009,1013,1954929
South West,2022-12-28,E12000009,1124,1953916
South West,2022-12-27,E12000009,855,1952792
South West,2022-12-26,E12000009,607,1951937
South West,2022-12-25,E12000009,508,1951330
South West,2022-12-24,E12000009,601,1950822
South West,2022-12-23,E12000009,805,1950221
South West,2022-12-22,E12000009,993,1949416
South West,2022-12-21,E12000009,1147,1948423
South West,2022-12-20,E12000009,1242,1947276
South West,2022-12-19,E12000009,1340,1946034
South West,2022-12-18,E12000009,834,1944694
South West,2022-12-17,E12000009,685,1943860
South West,2022-12-16,E12000009,867,1943175
South West,2022-12-15,E12000009,934,1942308
South West,2022-12-14,E12000009,860,1941374
South West,2022-12-13,E12000009,971,1940514
South West,2022-12-12,E12000009,952,1939543
South West,2022-12-11,E12000009,630,1938591
South West,2022-12-10,E12000009,483,1937961
South West,2022-12-09,E12000009,512,1937478
South West,2022-12-08,E12000009,649,1936966
South West,2022-12-07,E12000009,675,1936317
South West,2022-12-06,E12000009,673,1935642
South West,2022-12-05,E12000009,651,1934969
South West,2022-12-04,E12000009,457,1934318
South West,2022-12-03,E12000009,311,1933861
South West,2022-12-02,E12000009,463,1933550
South West,2022-12-01,E12000009,400,1933087
South West,2022-11-30,E12000009,456,1932687
South West,2022-11-29,E12000009,517,1932231
South West,2022-11-28,E12000009,493,1931714
South West,2022-11-27,E12000009,399,1931221
South West,2022-11-26,E12000009,294,1930822
South West,2022-11-25,E12000009,340,1930528
South West,2022-11-24,E12000009,355,1930188
South West,2022-11-23,E12000009,383,1929833
South West,2022-11-22,E12000009,413,1929450
South West,2022-11-21,E12000009,411,1929037
South West,2022-11-20,E12000009,325,1928626
South West,2022-11-19,E12000009,253,1928301
South West,2022-11-18,E12000009,291,1928048
South West,2022-11-17,E12000009,306,1927757
South West,2022-11-16,E12000009,334,1927451
South West,2022-11-15,E12000009,340,1927117
South West,2022-11-14,E12000009,376,1926777
South West,2022-11-13,E12000009,346,1926401
South West,2022-11-12,E12000009,241,1926055
South West,2022-11-11,E12000009,317,1925814
South West,2022-11-10,E12000009,340,1925497
South West,2022-11-09,E12000009,353,1925157
South West,2022-11-08,E12000009,378,1924804
South West,2022-11-07,E12000009,476,1924426
South West,2022-11-06,E12000009,338,1923950
South West,2022-11-05,E12000009,255,1923612
South West,2022-11-04,E12000009,320,1923357
South West,2022-11-03,E12000009,355,1923037
South West,2022-11-02,E12000009,408,1922682
South West,2022-11-01,E12000009,470,1922274
South West,2022-10-31,E12000009,614,1921804
South West,2022-10-30,E12000009,472,1921190
South West,2022-10-29,E12000009,407,1920718
South West,2022-10-28,E12000009,478,1920311
South West,2022-10-27,E12000009,494,1919833
South West,2022-10-26,E12000009,595,1919339
South West,2022-10-25,E12000009,640,1918744
South West,2022-10-24,E12000009,751,1918104
South West,2022-10-23,E12000009,605,1917353
South West,2022-10-22,E12000009,547,1916748
South West,2022-10-21,E12000009,681,1916201
South West,2022-10-20,E12000009,713,1915520
South West,2022-10-19,E12000009,858,1914807
South West,2022-10-18,E12000009,935,1913949
South West,2022-10-17,E12000009,1174,1913014
South West,2022-10-16,E12000009,963,1911840
South West,2022-10-15,E12000009,738,1910877
South West,2022-10-14,E12000009,855,1910139
South West,2022-10-13,E12000009,903,1909284
South West,2022-10-12,E12000009,1022,1908381
South West,2022-10-11,E12000009,1030,1907359
South West,2022-10-10,E12000009,1163,1906329
South West,2022-10-09,E12000009,950,1905166
South West,2022-10-08,E12000009,805,1904216
South West,2022-10-07,E12000009,941,1903411
South West,2022-10-06,E12000009,1021,1902470
South West,2022-10-05,E12000009,1132,1901449
South West,2022-10-04,E12000009,1263,1900317
South West,2022-10-03,E12000009,1377,1899054
South West,2022-10-02,E12000009,1114,1897677
South West,2022-10-01,E12000009,779,1896563
South West,2022-09-30,E12000009,840,1895784
South West,2022-09-29,E12000009,907,1894944
South West,2022-09-28,E12000009,914,1894037
South West,2022-09-27,E12000009,897,1893123
South West,2022-09-26,E12000009,1016,1892226
South West,2022-09-25,E12000009,835,1891210
South West,2022-09-24,E12000009,585,1890375
South West,2022-09-23,E12000009,766,1889790
South West,2022-09-22,E12000009,774,1889024
South West,2022-09-21,E12000009,816,1888250
South West,2022-09-20,E12000009,834,1887434
South West,2022-09-19,E12000009,714,1886600
South West,2022-09-18,E12000009,525,1885886
South West,2022-09-17,E12000009,354,1885361
South West,2022-09-16,E12000009,446,1885007
South West,2022-09-15,E12000009,490,1884561
South West,2022-09-14,E12000009,527,1884071
South West,2022-09-13,E12000009,520,1883544
South West,2022-09-12,E12000009,536,1883024
South West,2022-09-11,E12000009,415,1882488
South West,2022-09-10,E12000009,366,1882073
South West,2022-09-09,E12000009,302,1881707
South West,2022-09-08,E12000009,351,1881405
South West,2022-09-07,E12000009,405,1881054
South West,2022-09-06,E12000009,435,1880649
South West,2022-09-05,E12000009,476,1880214
South West,2022-09-04,E12000009,397,1879738
South West,2022-09-03,E12000009,337,1879341
South West,2022-09-02,E12000009,360,1879004
South West,2022-09-01,E12000009,371,1878644
South West,2022-08-31,E12000009,384,1878273
South West,2022-08-30,E12000009,462,1877889
South West,2022-08-29,E12000009,419,1877427
South West,2022-08-28,E12000009,295,1877008
South West,2022-08-27,E12000009,304,1876713
South West,2022-08-26,E12000009,314,1876409
South West,2022-08-25,E12000009,356,1876095
South West,2022-08-24,E12000009,401,1875739
South West,2022-08-23,E12000009,448,1875338
South West,2022-08-22,E12000009,465,1874890
South West,2022-08-21,E12000009,394,1874425
South West,2022-08-20,E12000009,313,1874031
South West,2022-08-19,E12000009,390,1873718
South West,2022-08-18,E12000009,419,1873328
South West,2022-08-17,E12000009,458,1872909
South West,2022-08-16,E12000009,484,1872451
South West,2022-08-15,E12000009,548,1871967
South West,2022-08-14,E12000009,464,1871419
South West,2022-08-13,E12000009,374,1870955
South West,2022-08-12,E12000009,442,1870581
South West,2022-08-11,E12000009,545,1870139
South West,2022-08-10,E12000009,542,1869594
South West,2022-08-09,E12000009,634,1869052
South West,2022-08-08,E12000009,748,1868418
South West,2022-08-07,E12000009,600,1867670
South West,2022-08-06,E12000009,487,1867070
South West,2022-08-05,E12000009,612,1866583
South West,2022-08-04,E12000009,627,1865971
South West,2022-08-03,E12000009,748,1865344
South West,2022-08-02,E12000009,839,1864596
South West,2022-08-01,E12000009,953,1863757
South West,2022-07-31,E12000009,809,1862804
South West,2022-07-30,E12000009,668,1861995
South West,2022-07-29,E12000009,709,1861327
South West,2022-07-28,E12000009,846,1860618
South West,2022-07-27,E12000009,920,1859772
South West,2022-07-26,E12000009,1086,1858852
South West,2022-07-25,E12000009,1215,1857766
South West,2022-07-24,E12000009,1043,1856551
South West,2022-07-23,E12000009,960,1855508
South West,2022-07-22,E12000009,1118,1854548
South West,2022-07-21,E12000009,1295,1853430
South West,2022-07-20,E12000009,1564,1852135
South West,2022-07-19,E12000009,1609,1850571
South West,2022-07-18,E12000009,1779,1848962
South West,2022-07-17,E12000009,1723,1847183
South West,2022-07-16,E12000009,1519,1845460
South West,2022-07-15,E12000009,1741,1843941
South West,2022-07-14,E12000009,2113,1842200
South West,2022-07-13,E12000009,2315,1840087
South West,2022-07-12,E12000009,2636,1837772
South West,2022-07-11,E12000009,3017,1835136
South West,2022-07-10,E12000009,2653,1832119
South West,2022-07-09,E12000009,2254,1829466
South West,2022-07-08,E12000009,2642,1827212
South West,2022-07-07,E12000009,2918,1824570
South West,2022-07-06,E12000009,3261,1821652
South West,2022-07-05,E12000009,3462,1818391
South West,2022-07-04,E12000009,3721,1814929
South West,2022-07-03,E12000009,3186,1811208
South West,2022-07-02,E12000009,2532,1808022
South West,2022-07-01,E12000009,2776,1805490
South West,2022-06-30,E12000009,2693,1802714
South West,2022-06-29,E12000009,2702,1800021
South West,2022-06-28,E12000009,2689,1797319
South West,2022-06-27,E12000009,2696,1794630
South West,2022-06-26,E12000009,2126,1791934
South West,2022-06-25,E12000009,1716,1789808
South West,2022-06-24,E12000009,1738,1788092
South West,2022-06-23,E12000009,1835,1786354
South West,2022-06-22,E12000009,1981,1784519
South West,2022-06-21,E12000009,1906,1782538
South West,2022-06-20,E12000009,1841,1780632
South West,2022-06-19,E12000009,1545,1778791
South West,2022-06-18,E12000009,1235,1777246
South West,2022-06-17,E12000009,1237,1776011
South West,2022-06-16,E12000009,1282,1774774
South West,2022-06-15,E12000009,1316,1773492
South West,2022-06-14,E12000009,1271,1772176
South West,2022-06-13,E12000009,1418,1770905
South West,2022-06-12,E12000009,1119,1769487
South West,2022-06-11,E12000009,942,1768368
South West,2022-06-10,E12000009,954,1767426
South West,2022-06-09,E12000009,1003,1766472
South West,2022-06-08,E12000009,1018,1765469
South West,2022-06-07,E12000009,951,1764451
South West,2022-06-06,E12000009,1031,1763500
South West,2022-06-05,E12000009,809,1762469
South West,2022-06-04,E12000009,621,1761660
South West,2022-06-03,E12000009,580,1761039
South West,2022-06-02,E12000009,538,1760459
South West,2022-06-01,E12000009,587,1759921
South West,2022-05-31,E12000009,626,1759334
South West,2022-05-30,E12000009,625,1758708
South West,2022-05-29,E12000009,514,1758083
South West,2022-05-28,E12000009,438,1757569
South West,2022-05-27,E12000009,460,1757131
South West,2022-05-26,E12000009,494,1756671
South West,2022-05-25,E12000009,498,1756177
South West,2022-05-24,E12000009,536,1755679
South West,2022-05-23,E12000009,640,1755143
South West,2022-05-22,E12000009,554,1754503
South West,2022-05-21,E12000009,429,1753949
South West,2022-05-20,E12000009,506,1753520
South West,2022-05-19,E12000009,556,1753014
South West,2022-05-18,E12000009,633,1752458
South West,2022-05-17,E12000009,622,1751825
South West,2022-05-16,E12000009,816,1751203
South West,2022-05-15,E12000009,654,1750387
South West,2022-05-14,E12000009,486,1749733
South West,2022-05-13,E12000009,605,1749247
South West,2022-05-12,E12000009,644,1748642
South West,2022-05-11,E12000009,723,1747998
South West,2022-05-10,E12000009,746,1747275
South West,2022-05-09,E12000009,920,1746529
South West,2022-05-08,E12000009,781,1745609
South West,2022-05-07,E12000009,685,1744828
South West,2022-05-06,E12000009,768,1744143
South West,2022-05-05,E12000009,981,1743375
South West,2022-05-04,E12000009,1036,1742394
South West,2022-05-03,E12000009,1118,1741358
South West,2022-05-02,E12000009,1145,1740240
South West,2022-05-01,E12000009,868,1739095
South West,2022-04-30,E12000009,730,1738227
South West,2022-04-29,E12000009,858,1737497
South West,2022-04-28,E12000009,968,1736639
South West,2022-04-27,E12000009,1052,1735671
South West,2022-04-26,E12000009,1242,1734619
South West,2022-04-25,E12000009,1472,1733377
South West,2022-04-24,E12000009,1356,1731905
South West,2022-04-23,E12000009,1237,1730549
South West,2022-04-22,E12000009,1457,1729312
South West,2022-04-21,E12000009,1590,1727855
South West,2022-04-20,E12000009,2008,1726265
South West,2022-04-19,E12000009,2238,1724257
South West,2022-04-18,E12000009,2456,1722019
South West,2022-04-17,E12000009,1869,1719563
South West,2022-04-16,E12000009,1887,1717694
South West,2022-04-15,E12000009,2066,1715807
South West,2022-04-14,E12000009,2584,1713741
South West,2022-04-13,E12000009,3042,1711157
South West,2022-04-12,E12000009,3197,1708115
South West,2022-04-11,E12000009,3747,1704918
South West,2022-04-10,E12000009,3096,1701171
South West,2022-04-09,E12000009,2695,1698075
South West,2022-04-08,E12000009,3343,1695380
South West,2022-04-07,E12000009,3854,1692037
South West,2022-04-06,E12000009,4561,1688183
South West,2022-04-05,E12000009,4826,1683622
South West,2022-04-04,E12000009,5651,1678796
South West,2022-04-03,E12000009,4418,1673145
South West,2022-04-02,E12000009,3987,1668727
South West,2022-04-01,E12000009,4936,1664740
South West,2022-03-31,E12000009,5836,1659804
South West,2022-03-30,E12000009,7781,1653968
South West,2022-03-29,E12000009,8648,1646187
South West,2022-03-28,E12000009,10265,1637539
South West,2022-03-27,E12000009,7589,1627274
South West,2022-03-26,E12000009,7263,1619685
South West,2022-03-25,E12000009,8117,1612422
South West,2022-03-24,E12000009,9377,1604305
South West,2022-03-23,E12000009,10939,1594928
South West,2022-03-22,E12000009,11974,1583989
South West,2022-03-21,E12000009,12968,1572015
South West,2022-03-20,E12000009,10381,1559047
South West,2022-03-19,E12000009,8291,1548666
South West,2022-03-18,E12000009,9473,1540375
South West,2022-03-17,E12000009,9963,1530902
South West,2022-03-16,E12000009,11140,1520939
South West,2022-03-15,E12000009,11166,1509799
South West,2022-03-14,E12000009,12055,1498633
South West,2022-03-13,E12000009,9177,1486578
South West,2022-03-12,E12000009,7035,1477401
South West,2022-03-11,E12000009,7544,1470366
South West,2022-03-10,E12000009,7692,1462822
South West,2022-03-09,E12000009,7850,1455130
South West,2022-03-08,E12000009,7289,1447280
South West,2022-03-07,E12000009,6976,1439991
South West,2022-03-06,E12000009,4967,1433015
South West,2022-03-05,E12000009,3962,1428048
South West,2022-03-04,E12000009,4006,1424086
South West,2022-03-03,E12000009,4183,1420080
South West,2022-03-02,E12000009,4461,1415897
South West,2022-03-01,E12000009,4204,1411436
South West,2022-02-28,E12000009,4402,1407232
South West,2022-02-27,E12000009,3110,1402830
South West,2022-02-26,E12000009,2503,1399720
South West,2022-02-25,E12000009,2586,1397217
South West,2022-02-24,E12000009,2968,1394631
South West,2022-02-23,E12000009,3419,1391663
South West,2022-02-22,E12000009,3702,1388244
South West,2022-02-21,E12000009,4163,1384542
South West,2022-02-20,E12000009,3610,1380379
South West,2022-02-19,E12000009,3479,1376769
South West,2022-02-18,E12000009,2976,1373290
South West,2022-02-17,E12000009,4636,1370314
South West,2022-02-16,E12000009,5387,1365678
South West,2022-02-15,E12000009,5875,1360291
South West,2022-02-14,E12000009,6071,1354416
South West,2022-02-13,E12000009,4749,1348345
South West,2022-02-12,E12000009,4101,1343596
South West,2022-02-11,E12000009,4620,1339495
South West,2022-02-10,E12000009,5454,1334875
South West,2022-02-09,E12000009,6919,1329421
South West,2022-02-08,E12000009,7409,1322502
South West,2022-02-07,E12000009,8357,1315093
South West,2022-02-06,E12000009,6587,1306736
South West,2022-02-05,E12000009,5521,1300149
South West,2022-02-04,E12000009,6668,1294628
South West,2022-02-03,E12000009,7943,1287960
South West,2022-02-02,E12000009,8982,1280017
South West,2022-02-01,E12000009,9608,1271035
South West,2022-01-31,E12000009,10773,1261427
South West,2022-01-30,E12000009,8758,1250654
South West,2022-01-29,E12000009,7472,1241896
South West,2022-01-28,E12000009,8135,1234424
South West,2022-01-27,E12000009,9120,1226289
South West,2022-01-26,E12000009,10196,1217169
South West,2022-01-25,E12000009,10531,1206973
South West,2022-01-24,E12000009,11435,1196442
South West,2022-01-23,E12000009,9155,1185007
South West,2022-01-22,E12000009,7128,1175852
South West,2022-01-21,E12000009,7810,1168724
South West,2022-01-20,E12000009,8268,1160914
South West,2022-01-19,E12000009,8922,1152646
South West,2022-01-18,E12000009,9182,1143724
South West,2022-01-17,E12000009,10066,1134542
South West,2022-01-16,E12000009,7445,1124476
South West,2022-01-15,E12000009,5769,1117031
South West,2022-01-14,E12000009,6366,1111262
South West,2022-01-13,E12000009,6595,1104896
South West,2022-01-12,E12000009,7141,1098301
South West,2022-01-11,E12000009,7952,1091160
South West,2022-01-10,E12000009,8956,1083208
South West,2022-01-09,E12000009,6413,1074252
South West,2022-01-08,E12000009,6130,1067839
South West,2022-01-07,E12000009,7595,1061709
South West,2022-01-06,E12000009,11010,1054114
South West,2022-01-05,E12000009,12429,1043104
South West,2022-01-04,E12000009,17082,1030675
South West,2022-01-03,E12000009,14074,1013593
South West,2022-01-02,E12000009,11611,999519
South West,2022-01-01,E12000009,7385,987908
South West,2021-12-31,E12000009,11791,980523
South West,2021-12-30,E12000009,13957,968732
South West,2021-12-29,E12000009,14465,954775
South West,2021-12-28,E12000009,11544,940310
South West,2021-12-27,E12000009,10202,928766
South West,2021-12-26,E12000009,7706,918564
South West,2021-12-25,E12000009,4353,910858
South West,2021-12-24,E12000009,8247,906505
South West,2021-12-23,E12000009,9288,898258
South West,2021-12-22,E12000009,9296,888970
South West,2021-12-21,E12000009,8183,879674
South West,2021-12-20,E12000009,7495,871491
South West,2021-12-19,E12000009,5252,863996
South West,2021-12-18,E12000009,5103,858744
South West,2021-12-17,E12000009,5522,853641
South West,2021-12-16,E12000009,6113,848119
South West,2021-12-15,E12000009,6910,842006
South West,2021-12-14,E12000009,6174,835096
South West,2021-12-13,E12000009,5772,828922
South West,2021-12-12,E12000009,3741,823150
South West,2021-12-11,E12000009,3612,819409
South West,2021-12-10,E12000009,4149,815797
South West,2021-12-09,E12000009,4669,811648
South West,2021-12-08,E12000009,4837,806979
South West,2021-12-07,E12000009,4934,802142
South West,2021-12-06,E12000009,5557,797208
South West,2021-12-05,E12000009,3858,791651
South West,2021-12-04,E12000009,3823,787793
South West,2021-12-03,E12000009,4363,783970
South West,2021-12-02,E12000009,4900,779607
South West,2021-12-01,E12000009,5321,774707
South West,2021-11-30,E12000009,5507,769386
South West,2021-11-29,E12000009,5800,763879
South West,2021-11-28,E12000009,4135,758079
South West,2021-11-27,E12000009,3346,753944
South West,2021-11-26,E12000009,4074,750598
South West,2021-11-25,E12000009,4290,746524
South West,2021-11-24,E12000009,4554,742234
South West,2021-11-23,E12000009,4817,737680
South West,2021-11-22,E12000009,5036,732863
South West,2021-11-21,E12000009,3829,727827
South West,2021-11-20,E12000009,3624,723998
South West,2021-11-19,E12000009,3887,720374
South West,2021-11-18,E12000009,4422,716487
South West,2021-11-17,E12000009,4645,712065
South West,2021-11-16,E12000009,4887,707420
South West,2021-11-15,E12000009,5227,702533
South West,2021-11-14,E12000009,3661,697306
South West,2021-11-13,E12000009,3454,693645
South West,2021-11-12,E12000009,3931,690191
South West,2021-11-11,E12000009,4134,686260
South West,2021-11-10,E12000009,4424,682126
South West,2021-11-09,E12000009,4297,677702
South West,2021-11-08,E12000009,4594,673405
South West,2021-11-07,E12000009,3193,668811
South West,2021-11-06,E12000009,2732,665618
South West,2021-11-05,E12000009,3037,662886
South West,2021-11-04,E12000009,3341,659849
South West,2021-11-03,E12000009,3489,656508
South West,2021-11-02,E12000009,3829,653019
South West,2021-11-01,E12000009,4567,649190
South West,2021-10-31,E12000009,3809,644623
South West,2021-10-30,E12000009,3546,640814
South West,2021-10-29,E12000009,4307,637268
South West,2021-10-28,E12000009,4704,632961
South West,2021-10-27,E12000009,4703,628257
South West,2021-10-26,E12000009,4878,623554
South West,2021-10-25,E12000009,5351,618676
South West,2021-10-24,E12000009,4083,613325
South West,2021-10-23,E12000009,4160,609242
South West,2021-10-22,E12000009,4795,605082
South West,2021-10-21,E12000009,5408,600287
South West,2021-10-20,E12000009,6422,594879
South West,2021-10-19,E12000009,6393,588457
South West,2021-10-18,E12000009,7666,582064
South West,2021-10-17,E12000009,6047,574398
South West,2021-10-16,E12000009,5250,568351
South West,2021-10-15,E12000009,6324,563101
South West,2021-10-14,E12000009,5725,556777
South West,2021-10-13,E12000009,5866,551052
South West,2021-10-12,E12000009,5809,545186
South West,2021-10-11,E12000009,4338,539377
South West,2021-10-10,E12000009,3117,535039
South West,2021-10-09,E12000009,2377,531922
South West,2021-10-08,E12000009,2688,529545
South West,2021-10-07,E12000009,2691,526857
South West,2021-10-06,E12000009,2455,524166
South West,2021-10-05,E12000009,2508,521711
South West,2021-10-04,E12000009,3025,519203
South West,2021-10-03,E12000009,2170,516178
South West,2021-10-02,E12000009,1676,514008
South West,2021-10-01,E12000009,2163,512332
South West,2021-09-30,E12000009,2568,510169
South West,2021-09-29,E12000009,2412,507601
South West,2021-09-28,E12000009,2733,505189
South West,2021-09-27,E12000009,2861,502456
South West,2021-09-26,E12000009,2631,499595
South West,2021-09-25,E12000009,2432,496964
South West,2021-09-24,E12000009,2723,494532
South West,2021-09-23,E12000009,2918,491809
South West,2021-09-22,E12000009,2225,488891
South West,2021-09-21,E12000009,2160,486666
South West,2021-09-20,E12000009,2171,484506
South West,2021-09-19,E12000009,2264,482335
South West,2021-09-18,E12000009,2201,480071
South West,2021-09-17,E12000009,2151,477870
South West,2021-09-16,E12000009,1777,475719
South West,2021-09-15,E12000009,1635,473942
South West,2021-09-14,E12000009,1625,472307
South West,2021-09-13,E12000009,1816,470682
South West,2021-09-12,E12000009,1210,468866
South West,2021-09-11,E12000009,1132,467656
South West,2021-09-10,E12000009,1594,466524
South West,2021-09-09,E12000009,2392,464930
South West,2021-09-08,E12000009,1937,462538
South West,2021-09-07,E12000009,2054,460601
South West,2021-09-06,E12000009,3287,458547
South West,2021-09-05,E12000009,2442,455260
South West,2021-09-04,E12000009,2452,452818
South West,2021-09-03,E12000009,3180,450366
South West,2021-09-02,E12000009,3392,447186
South West,2021-09-01,E12000009,3447,443794
South West,2021-08-31,E12000009,3804,440347
South West,2021-08-30,E12000009,2714,436543
South West,2021-08-29,E12000009,2069,433829
South West,2021-08-28,E12000009,2343,431760
South West,2021-08-27,E12000009,2844,429417
South West,2021-08-26,E12000009,3313,426573
South West,2021-08-25,E12000009,3403,423260
South West,2021-08-24,E12000009,3621,419857
South West,2021-08-23,E12000009,3817,416236
South West,2021-08-22,E12000009,2714,412419
South West,2021-08-21,E12000009,3018,409705
South West,2021-08-20,E12000009,3574,406687
South West,2021-08-19,E12000009,4288,403113
South West,2021-08-18,E12000009,5143,398825
South West,2021-08-17,E12000009,5369,393682
South West,2021-08-16,E12000009,4341,388313
South West,2021-08-15,E12000009,2500,383972
South West,2021-08-14,E12000009,2385,381472
South West,2021-08-13,E12000009,2791,379087
South West,2021-08-12,E12000009,3110,376296
South West,2021-08-11,E12000009,3237,373186
South West,2021-08-10,E12000009,3186,369949
South West,2021-08-09,E12000009,3206,366763
South West,2021-08-08,E12000009,2310,363557
South West,2021-08-07,E12000009,2255,361247
South West,2021-08-06,E12000009,2899,358992
South West,2021-08-05,E12000009,3082,356093
South West,2021-08-04,E12000009,3193,353011
South West,2021-08-03,E12000009,3179,349818
South West,2021-08-02,E12000009,2784,346639
South West,2021-08-01,E12000009,2082,343855
South West,2021-07-31,E12000009,2007,341773
South West,2021-07-30,E12000009,2361,339766
South West,2021-07-29,E12000009,2812,337405
South West,2021-07-28,E12000009,3019,334593
South West,2021-07-27,E12000009,2874,331574
South West,2021-07-26,E12000009,2768,328700
South West,2021-07-25,E12000009,2033,325932
South West,2021-07-24,E12000009,1944,323899
South West,2021-07-23,E12000009,2523,321955
South West,2021-07-22,E12000009,2581,319432
